token	bucket	subtype	universality	total_count	c_tinystories	c_control	c_novice	c_expert	zipf	is_propn	is_name_cased	lemma	lemma_resolves	store_match
foldable	named_entity	candidate	1	3	0	3	0	0	2.62	1	1		0	0
forwarders	domain_term		1	3	0	0	0	3	2.03	0	0	forwarder	0	0
france	named_entity	candidate	1	3	0	0	0	3	4.94	1	1		0	0
frowned	inflection_miss		1	3	3	0	0	0	3.24	0	0	frown	1	0
fulfil	domain_term		1	3	0	0	0	3	3.55	0	0		0	0
fulfilling	named_entity	candidate	1	3	0	0	0	3	3.71	0	1	fulfil	1	0
hillcrest	named_entity	candidate	1	3	0	3	0	0	2.55	1	1		0	0
homogeneous	domain_term		1	3	0	0	0	3	3.22	0	0		0	0
hoo	named_entity	candidate	1	3	3	0	0	0	3.38	1	1		0	0
hsens	named_entity	candidate	1	3	0	0	0	3	0.0	0	1	hsen	0	0
i.	junk	structural	1	3	0	0	0	3	7.09	1	0		0	0
igloos	named_entity	candidate	1	3	3	0	0	0	2.04	1	1	igloo	1	0
infringement	domain_term		1	3	0	0	0	3	3.61	0	0		0	0
intermediaries	domain_term		1	3	0	0	0	3	2.96	0	0	intermediary	0	0
irregularities	domain_term		1	3	0	0	0	3	3.31	0	0	irregularity	0	0
islands	named_entity	candidate	1	3	0	0	3	0	4.5	1	1	island	1	0
iv	named_entity	candidate	1	3	0	0	0	3	4.38	1	1		0	0
jimbo	named_entity	candidate	1	3	3	0	0	0	2.77	1	0		0	0
jo	named_entity	candidate	1	3	3	0	0	0	4.03	1	1		0	0
jody	named_entity	candidate	1	3	3	0	0	0	3.18	1	1		0	0
jointly	domain_term		1	3	0	0	0	3	3.78	0	0		0	0
juiciest	local		1	3	3	0	0	0	2.13	0	0		0	0
leite	named_entity	candidate	1	3	0	0	0	3	1.96	1	1		0	0
linguistic	domain_term		1	3	0	0	0	3	3.71	0	0		0	0
lodge	domain_term		1	3	0	0	0	3	4.08	0	0		0	0
manufacture	domain_term		1	3	0	0	0	3	3.98	0	0		0	0
marked	inflection_miss		1	3	3	0	0	0	4.5	0	0	mark	1	0
matilda	named_entity	candidate	1	3	3	0	0	0	3.26	1	1		0	0
module	domain_term		1	3	0	0	0	3	3.89	0	0		0	0
monika	named_entity	candidate	1	3	0	0	0	3	2.92	1	1		0	0
mras	named_entity	candidate	1	3	0	0	0	3	1.84	1	1	mra	0	0
neighbouring	inflection_miss		1	3	0	0	0	3	3.77	0	0	neighbour	1	0
netherlands	named_entity	candidate	1	3	0	0	0	3	4.28	1	1		0	0
nicer	local		1	3	3	0	0	0	3.65	0	0		0	0
notably	domain_term		1	3	0	0	0	3	4.01	0	0		0	0
notification	domain_term		1	3	0	0	0	3	3.92	0	0		0	0
offence	domain_term		1	3	0	0	0	3	3.96	0	0		0	0
operators	named_entity	candidate	1	3	0	0	0	3	4.19	1	1	operator	1	0
organisation	named_entity	candidate	1	3	0	0	0	3	4.36	1	1		0	0
originate	domain_term		1	3	0	0	0	3	3.37	0	0		0	0
outing	inflection_miss		1	3	3	0	0	0	3.5	0	0	out	1	0
percy	named_entity	candidate	1	3	3	0	0	0	3.66	1	1		0	0
phew	named_entity	candidate	1	3	3	0	0	0	3.14	1	1		0	0
portable	domain_term		1	3	0	0	3	0	3.97	0	0		0	0
privileged	domain_term		1	3	0	0	0	3	3.81	0	0		0	0
problematic	domain_term		1	3	0	0	0	3	3.87	0	0		0	0
protective	domain_term		1	3	0	0	3	0	4.13	0	0		0	0
provider	domain_term		1	3	0	0	0	3	4.1	0	0		0	0
pwc	named_entity	candidate	1	3	0	0	0	3	2.88	1	1		0	0
rcep	named_entity	candidate	1	3	0	0	3	0	1.54	1	1		0	0
reporting	named_entity	candidate	1	3	0	0	0	3	4.54	0	1	report	1	0
reputable	domain_term		1	3	0	0	0	3	3.41	0	0		0	0
retroactive	domain_term		1	3	0	0	0	3	2.92	0	0		0	0
revoked	domain_term		1	3	0	0	0	3	3.49	0	0	revoke	0	0
roaring	inflection_miss		1	3	3	0	0	0	3.51	0	0	roar	1	0
rolly	named_entity	candidate	1	3	3	0	0	0	2.27	1	1		0	0
rudy	named_entity	candidate	1	3	3	0	0	0	3.62	1	1		0	0
sabine	named_entity	candidate	1	3	0	0	0	3	3.22	1	1		0	0
sanctions	domain_term		1	3	0	0	0	3	3.95	0	0	sanction	0	0
sewing	inflection_miss		1	3	3	0	0	0	3.69	0	0	sew	1	0
shaking	inflection_miss		1	3	3	0	0	0	4.08	0	0	shake	1	0
shh	named_entity	candidate	1	3	3	0	0	0	3.01	1	1		0	0
slithered	local		1	3	3	0	0	0	2.32	0	0	slither	0	0
srl	named_entity	candidate	1	3	0	0	0	3	2.43	1	1		0	0
startled	named_entity	candidate	1	3	3	0	0	0	3.31	1	0		0	0
substantial	domain_term		1	3	0	0	0	3	4.33	0	0		0	0
surveillance	named_entity	candidate	1	3	0	0	0	3	4.17	0	1		0	0
susan	named_entity	candidate	1	3	3	0	0	0	4.24	1	1		0	0
teasing	named_entity	candidate	1	3	3	0	0	0	3.55	0	1	tease	1	0
teddies	local		1	3	3	0	0	0	2.07	0	0	teddy	0	0
testing	inflection_miss		1	3	0	0	0	3	4.67	0	0	test	1	0
transhipment	domain_term		1	3	0	0	0	3	1.64	0	0		0	0
transshipment	domain_term		1	3	0	0	0	3	2.21	0	0		0	0
traveller	domain_term		1	3	0	0	3	0	3.49	0	0		0	0
uncertainty	domain_term		1	3	0	0	0	3	4.03	0	0		0	0
undenatured	junk	low_freq	1	3	0	0	3	0	0.0	0	0		0	0
unrelated	domain_term		1	3	0	0	0	3	3.8	0	0		0	0
vassilis	named_entity	candidate	1	3	0	0	0	3	1.6	1	1		0	0
vii	named_entity	candidate	1	3	0	0	0	3	3.84	1	1		0	0
vodka	domain_term		1	3	0	0	3	0	3.83	0	0		0	0
weronika	named_entity	candidate	1	3	0	0	0	3	1.16	1	1		0	0
whoa	named_entity	candidate	1	3	3	0	0	0	3.82	1	1		0	0
works	inflection_miss		1	3	0	0	0	3	5.29	0	0	work	1	0
yep	named_entity	candidate	1	3	3	0	0	0	4.39	1	1		0	0
zara	named_entity	candidate	1	3	3	0	0	0	3.3	1	1		0	0
zizz	named_entity	candidate	1	3	3	0	0	0	0.0	1	1		0	0
zooming	inflection_miss		1	3	3	0	0	0	2.91	0	0	zoom	1	0
124(1)(b	junk	structural	1	2	0	0	0	2	3.72	0	0		0	0
176(3	junk	structural	1	2	0	0	0	2	3.73	0	0		0	0
181(4	junk	structural	1	2	0	0	0	2	3.73	0	0		0	0
27(3	junk	structural	1	2	0	0	0	2	5.02	0	0		0	0
57(3	junk	structural	1	2	0	0	0	2	4.7	1	0		0	0
74(3	junk	structural	1	2	0	0	0	2	4.58	0	0		0	0
a-261	junk	structural	1	2	0	0	0	2	3.5	1	1		0	0
a-377	junk	structural	1	2	0	0	0	2	3.35	1	1		0	0
abolition	domain_term		1	2	0	0	0	2	3.51	0	0		0	0
accelerate	domain_term		1	2	0	0	0	2	3.66	0	0		0	0
acceptance	domain_term		1	2	0	0	0	2	4.16	0	0		0	0
achoo	named_entity	candidate	1	2	2	0	0	0	1.7	1	1		0	0
added	named_entity	candidate	1	2	0	0	2	0	5.16	1	1	add	1	0
additionally	domain_term		1	2	0	0	0	2	4.2	0	0		0	0
admissibility	domain_term		1	2	0	0	0	2	2.26	0	0		0	0
adoption	domain_term		1	2	0	0	0	2	4.17	0	0		0	0
aduaneiras	named_entity	candidate	1	2	0	0	0	2	0.0	1	1		0	0
advisable	domain_term		1	2	0	0	0	2	3.26	0	0		0	0
affiliated	domain_term		1	2	0	0	0	2	3.96	0	0		0	0
agents	named_entity	candidate	1	2	0	0	0	2	4.55	1	1	agent	1	0
agenzia	named_entity	candidate	1	2	0	0	0	2	1.26	1	1		0	0
agriculture	named_entity	candidate	1	2	0	0	0	2	4.37	1	1		0	0
aha	named_entity	candidate	1	2	0	0	0	2	3.56	1	1		0	0
ahhed	junk	low_freq	1	2	2	0	0	0	0.0	0	0	ahhe	0	0
alloy	domain_term		1	2	0	0	0	2	3.61	0	0		0	0
america	named_entity	candidate	1	2	0	0	0	2	5.22	1	1		0	0
andean	named_entity	candidate	1	2	0	0	0	2	2.91	1	1		0	0
anne	named_entity	candidate	1	2	2	0	0	0	4.32	1	1		0	0
anyways	inflection_miss		1	2	2	0	0	0	4.04	0	0	anyway	1	0
apparatus	domain_term		1	2	0	0	0	2	3.78	0	0		0	0
appeals	named_entity	candidate	1	2	0	0	0	2	4.22	1	1	appeal	1	0
argumentation	domain_term		1	2	0	0	0	2	2.65	0	0		0	0
arrangements/	junk	structural	1	2	0	0	0	2	4.23	1	1		0	0
asia	named_entity	candidate	1	2	0	0	0	2	4.65	1	1		0	0
astounded	inflection_miss		1	2	2	0	0	0	2.94	0	0	astound	1	0
au	named_entity	candidate	1	2	0	0	0	2	4.02	1	1		0	0
audits	inflection_miss		1	2	0	0	0	2	3.29	0	0	audit	1	0
avail	domain_term		1	2	0	0	0	2	3.59	0	0		0	0
b.v.	junk	structural	1	2	0	0	0	2	2.6	1	1		0	0
bangladesh	named_entity	candidate	1	2	0	0	0	2	3.96	1	1		0	0
beware	named_entity	candidate	1	2	2	0	0	0	3.7	0	1		0	0
bis	named_entity	candidate	1	2	0	0	0	2	3.34	1	1		0	0
boney	named_entity	candidate	1	2	2	0	0	0	2.5	1	1		0	0
bowling	inflection_miss		1	2	2	0	0	0	4.05	0	0	bowl	1	0
bravo	named_entity	candidate	1	2	2	0	0	0	3.77	1	1		0	0
brexit	named_entity	candidate	1	2	0	0	0	2	3.79	1	1		0	0
brightness	local		1	2	0	2	0	0	3.57	0	0		0	0
broadly	domain_term		1	2	0	0	0	2	3.82	0	0		0	0
btis	named_entity	candidate	1	2	0	0	0	2	0.0	0	1	bti	0	0
bubbles	named_entity	candidate	1	2	2	0	0	0	3.79	1	1	bubble	1	0
bv	named_entity	candidate	1	2	0	0	0	2	3.0	1	1		0	0
bvi	named_entity	candidate	1	2	0	0	0	2	2.18	1	1		0	0
bvis	named_entity	candidate	1	2	0	0	0	2	0.0	0	1	bvi	0	0
c	junk	structural	1	2	0	0	0	2	5.33	1	1		0	0
c-12/92	junk	structural	1	2	0	0	0	2	4.38	1	1		0	0
c-450/12	junk	structural	1	2	0	0	0	2	3.24	1	1		0	0
caring	inflection_miss		1	2	2	0	0	0	4.2	0	0	car	1	0
centimetres	local		1	2	0	2	0	0	2.99	0	0	centimetre	0	0
ceta	named_entity	candidate	1	2	0	0	0	2	2.38	1	1		0	0
cheering	inflection_miss		1	2	2	0	0	0	3.83	0	0	cheer	1	0
christopher	named_entity	candidate	1	2	0	0	0	2	4.22	1	1		0	0
chugged	local		1	2	2	0	0	0	2.26	0	0	chug	0	0
chugging	local		1	2	2	0	0	0	2.82	0	0	chug	0	0
circuits	domain_term		1	2	0	0	0	2	3.77	0	0	circuit	0	0
classify	domain_term		1	2	0	0	0	2	3.39	0	0		0	0
clem	named_entity	candidate	1	2	2	0	0	0	2.98	1	0		0	0
clung	local		1	2	2	0	0	0	2.98	0	0		0	0
comfortably	local		1	2	0	2	0	0	3.74	0	0		0	0
coming	inflection_miss		1	2	2	0	0	0	5.4	0	0	come	1	0
comparable	domain_term		1	2	0	0	0	2	4.08	0	0		0	0
comparative	domain_term		1	2	0	0	0	2	3.77	0	0		0	0
concrete	domain_term		1	2	0	0	0	2	4.44	0	0		0	0
confidential	domain_term		1	2	0	0	0	2	3.9	0	0		0	0
confidentiality	domain_term		1	2	0	0	0	2	3.45	0	0		0	0
confiscation	domain_term		1	2	0	0	2	0	2.99	0	0		0	0
correctness	domain_term		1	2	0	0	0	2	3.39	0	0		0	0
cozier	local		1	2	2	0	0	0	2.02	0	0		0	0
critter	local		1	2	2	0	0	0	2.77	0	0		0	0
cross‑border	junk	structural	1	2	0	0	2	0	4.52	0	0		0	0
crowell	named_entity	candidate	1	2	0	0	0	2	2.72	1	1		0	0
crying	inflection_miss		1	2	2	0	0	0	4.56	0	0	cry	1	0
cursos	named_entity	candidate	1	2	0	0	0	2	0.0	1	1		0	0
customsclear	named_entity	candidate	1	2	0	0	0	2	0.0	1	1		0	0
defer	domain_term		1	2	0	0	0	2	3.2	0	0		0	0
deferral	domain_term		1	2	0	0	0	2	2.6	0	0		0	0
designation	domain_term		1	2	0	0	0	2	3.76	0	0		0	0
destined	domain_term		1	2	0	0	0	2	3.79	0	0	destine	0	0
developed	inflection_miss		1	2	0	0	0	2	4.95	0	0	develop	1	0
dg	named_entity	candidate	1	2	0	0	0	2	3.2	1	1		0	0
di	named_entity	candidate	1	2	0	0	0	2	4.33	1	0		0	0
directives	named_entity	candidate	1	2	0	0	0	2	3.21	0	1	directive	0	0
dispensing	domain_term		1	2	0	0	0	2	3.09	0	0	dispense	0	0
dr.	junk	structural	1	2	0	0	0	2	5.24	1	1		0	0
dreaming	inflection_miss		1	2	2	0	0	0	3.94	0	0	dream	1	0
duisburg	named_entity	candidate	1	2	0	0	0	2	2.19	1	1		0	0
duties	named_entity	candidate	1	2	0	0	2	0	4.32	1	1	duty	1	0
ea-304	junk	structural	1	2	0	0	0	2	3.22	1	0		0	0
ea1671	junk	structural	1	2	0	0	0	2	0.0	1	1		0	0
eating	inflection_miss		1	2	2	0	0	0	4.85	0	0	eat	1	0
edmond	named_entity	candidate	1	2	0	0	0	2	3.1	1	1		0	0
ee	named_entity	candidate	1	2	0	0	0	2	3.61	1	1		0	0
eec	named_entity	candidate	1	2	0	0	0	2	2.7	1	1		0	0
efta	named_entity	candidate	1	2	0	0	0	2	2.32	1	1		0	0
eligible	domain_term		1	2	0	0	0	2	4.29	0	0		0	0
endangered	domain_term		1	2	0	0	2	0	3.86	0	0		0	0
energized	local		1	2	2	0	0	0	3.06	0	0		0	0
envisaged	domain_term		1	2	0	0	0	2	3.11	0	0	envisage	0	0
equitable	domain_term		1	2	0	0	0	2	3.36	0	0		0	0
erika	named_entity	candidate	1	2	0	0	0	2	3.17	1	1		0	0
erp	named_entity	candidate	1	2	0	0	0	2	3.02	1	1		0	0
es	named_entity	candidate	1	2	2	0	0	0	3.93	1	0		0	0
essence	domain_term		1	2	0	0	0	2	4.03	0	0		0	0
eu4pfm	junk	structural	1	2	0	0	0	2	0.0	1	1		0	0
evguenia	named_entity	candidate	1	2	0	0	0	2	0.0	1	1		0	0
evidentiary	domain_term		1	2	0	0	0	2	2.6	0	0		0	0
existent	domain_term		1	2	0	0	0	2	3.51	0	0		0	0
expressly	domain_term		1	2	0	0	0	2	3.48	0	0		0	0
extensive	domain_term		1	2	0	0	0	2	4.49	0	0		0	0
factual	domain_term		1	2	0	0	0	2	3.61	0	0		0	0
fallen	inflection_miss		1	2	2	0	0	0	4.39	0	0	fall	1	0
familiarise	domain_term		1	2	0	0	0	2	2.23	0	0		0	0
favour	domain_term		1	2	0	0	0	2	4.31	0	0		0	0
fictitious	domain_term		1	2	0	0	0	2	3.25	0	0		0	0
flavoring	inflection_miss		1	2	2	0	0	0	2.77	0	0	flavor	1	0
footing	inflection_miss		1	2	2	0	0	0	3.5	0	0	foot	1	0
forgot	inflection_miss		1	2	2	0	0	0	4.63	0	0	forget	1	0
forma	domain_term		1	2	0	0	0	2	2.95	0	0		0	0
formalisation	domain_term		1	2	0	0	0	2	1.54	0	0		0	0
formally	domain_term		1	2	0	0	0	2	4.01	0	0		0	0
forum	named_entity	candidate	1	2	0	0	0	2	4.38	1	1		0	0
franca	domain_term		1	2	0	0	0	2	2.66	0	0		0	0
french	named_entity	candidate	1	2	0	0	0	2	5.09	1	1		0	0
froze	inflection_miss		1	2	2	0	0	0	3.42	0	0	freeze	1	0
fta	named_entity	candidate	1	2	0	0	0	2	2.92	1	1		0	0
gathering	inflection_miss		1	2	2	0	0	0	4.25	0	0	gather	1	0
gatt	named_entity	candidate	1	2	0	0	0	2	2.32	1	1		0	0
german	named_entity	candidate	1	2	0	0	0	2	4.95	0	1		0	0
ghana	named_entity	candidate	1	2	0	0	0	2	3.9	1	1		0	0
giddy	named_entity	candidate	1	2	2	0	0	0	3.22	1	1		0	0
glimmering	inflection_miss		1	2	2	0	0	0	2.25	0	0	glimmer	1	0
goalkeeper	local		1	2	0	2	0	0	3.79	0	0		0	0
gone	inflection_miss		1	2	2	0	0	0	5.17	0	0	go	1	0
gracias	named_entity	candidate	1	2	2	0	0	0	2.79	1	1	gracia	0	0
granulated	local		1	2	0	2	0	0	2.54	0	0	granulate	0	0
graph	domain_term		1	2	0	0	0	2	4.05	0	0		0	0
gst	named_entity	candidate	1	2	0	0	2	0	3.38	1	1		0	0
guessing	inflection_miss		1	2	2	0	0	0	3.94	0	0	guess	1	0
haired	inflection_miss		1	2	2	0	0	0	3.7	0	0	hair	1	0
handling	inflection_miss		1	2	0	0	0	2	4.39	0	0	handle	1	0
hark	named_entity	candidate	1	2	0	0	0	2	2.81	1	1		0	0
having	inflection_miss		1	2	2	0	0	0	5.59	0	0	have	1	0
headings	domain_term		1	2	0	0	0	2	2.94	0	0	heading	0	0
helped	inflection_miss		1	2	2	0	0	0	4.88	0	0	help	1	0
highness	named_entity	candidate	1	2	2	0	0	0	3.34	1	1		0	0
hinge	local		1	2	0	2	0	0	3.32	0	0		0	0
historically	named_entity	candidate	1	2	0	0	2	0	4.08	0	1		0	0
hooray	named_entity	candidate	1	2	2	0	0	0	3.2	1	1		0	0
hotter	local		1	2	2	0	0	0	3.6	0	0		0	0
hristina	named_entity	candidate	1	2	0	0	0	2	0.0	1	1		0	0
hurdles	domain_term		1	2	0	0	0	2	3.54	0	0	hurdle	0	0
huygen	named_entity	candidate	1	2	0	0	0	2	0.0	1	1		0	0
identical/	junk	structural	1	2	0	0	0	2	4.21	0	0		0	0
iii	named_entity	candidate	1	2	0	0	0	2	4.63	1	1		0	0
ilona	named_entity	candidate	1	2	0	0	0	2	2.35	1	1		0	0
impartial	domain_term		1	2	0	0	0	2	3.38	0	0		0	0
incomprehensible	domain_term		1	2	0	0	0	2	3.17	0	0		0	0
insofar	domain_term		1	2	0	0	0	2	3.06	0	0		0	0
interfaces	domain_term		1	2	0	0	0	2	3.47	0	0	interface	0	0
interim	domain_term		1	2	0	0	0	2	4.0	0	0		0	0
invoicing	domain_term		1	2	0	0	0	2	2.41	0	0		0	0
japan	named_entity	candidate	1	2	0	0	2	0	4.89	1	1		0	0
jeopardise	domain_term		1	2	0	0	0	2	2.41	0	0		0	0
journalism	local		1	2	0	2	0	0	4.12	0	0		0	0
juan	named_entity	candidate	1	2	0	0	0	2	4.12	1	1		0	0
judicial	domain_term		1	2	0	0	0	2	4.14	0	0		0	0
kachelofenbau	named_entity	candidate	1	2	0	0	0	2	0.0	1	1		0	0
kamin	named_entity	candidate	1	2	0	0	0	2	1.95	1	1		0	0
kept	inflection_miss		1	2	2	0	0	0	5.0	0	0	keep	1	0
kevin	named_entity	candidate	1	2	2	0	0	0	4.56	1	1		0	0
lanzarote	named_entity	candidate	1	2	0	0	2	0	2.43	1	1		0	0
lawnmower	local		1	2	2	0	0	0	2.7	0	0		0	0
lea	named_entity	candidate	1	2	2	0	0	0	3.57	1	1		0	0
lego	named_entity	candidate	1	2	2	0	0	0	3.83	1	1		0	0
lens	local		1	2	2	0	0	0	4.17	0	0	len	0	0
liam	named_entity	candidate	1	2	2	0	0	0	3.93	1	1		0	0
lingua	domain_term		1	2	0	0	0	2	2.76	0	0		0	0
louisa	named_entity	candidate	1	2	2	0	0	0	3.29	1	1		0	0
loves	inflection_miss		1	2	2	0	0	0	4.66	0	0	love	1	0
ltd	named_entity	candidate	1	2	0	0	0	2	4.47	1	1		0	0
luke	named_entity	candidate	1	2	2	0	0	0	4.45	1	1		0	0
lying	inflection_miss		1	2	2	0	0	0	4.67	0	0	lie	1	0
ma'am	junk	structural	1	2	2	0	0	0	4.6	0	0		0	0
mac	local		1	2	2	0	0	0	4.45	0	0		0	0
managing	named_entity	candidate	1	2	0	0	0	2	4.4	1	1		0	0
mandatory	domain_term		1	2	0	0	0	2	4.13	0	0		0	0
mcqueen	named_entity	candidate	1	2	2	0	0	0	3.29	1	1		0	0
meena	named_entity	candidate	1	2	2	0	0	0	2.64	1	0		0	0
mexican	named_entity	candidate	1	2	0	0	2	0	4.41	0	1		0	0
mi	named_entity	candidate	1	2	2	0	0	0	4.3	1	0		0	0
mishchenko	named_entity	candidate	1	2	0	0	0	2	1.17	1	1		0	0
mitchell	named_entity	candidate	1	2	0	0	0	2	4.24	1	1		0	0
mitigating	domain_term		1	2	0	0	0	2	3.14	0	0	mitigate	0	0
modules	domain_term		1	2	0	0	0	2	3.7	0	0	module	0	0
moe	named_entity	candidate	1	2	2	0	0	0	3.5	1	1		0	0
mower	local		1	2	2	0	0	0	3.1	0	0		0	0
mra	named_entity	candidate	1	2	0	0	0	2	2.55	1	1		0	0
naujoke	named_entity	candidate	1	2	0	0	0	2	0.0	1	1		0	0
nearer	inflection_miss		1	2	2	0	0	0	3.38	0	0	near	1	0
neville	named_entity	candidate	1	2	0	0	0	2	3.57	1	1		0	0
novice	domain_term		1	2	0	0	0	2	3.41	0	0		0	0
oecd	named_entity	candidate	1	2	0	0	0	2	3.44	1	1		0	0
okoro	named_entity	candidate	1	2	0	2	0	0	1.73	1	1		0	0
olaf	named_entity	candidate	1	2	0	0	0	2	3.14	1	1		0	0
oohed	junk	low_freq	1	2	2	0	0	0	1.05	0	0	ooh	0	0
opt	domain_term		1	2	0	0	0	2	3.9	0	0		0	0
ordinance	named_entity	candidate	1	2	0	0	0	2	3.6	1	1		0	0
orig	named_entity	candidate	1	2	0	0	0	2	2.8	1	1		0	0
packing	inflection_miss		1	2	0	0	0	2	4.06	0	0	pack	1	0
pakistan	named_entity	candidate	1	2	0	0	0	2	4.55	1	1		0	0
panasonic	named_entity	candidate	1	2	0	0	0	2	3.18	1	1		0	0
pests	domain_term		1	2	0	0	2	0	3.41	0	0	pest	0	0
powdered	inflection_miss		1	2	0	0	2	0	3.31	0	0	powder	1	0
practicality	domain_term		1	2	0	0	0	2	2.96	0	0		0	0
prescribed	domain_term		1	2	0	0	0	2	3.91	0	0	prescribe	0	0
prescribes	domain_term		1	2	0	0	0	2	2.72	0	0	prescribe	0	0
prosecution	domain_term		1	2	0	0	2	0	4.06	0	0		0	0
proving	inflection_miss		1	2	0	0	0	2	4.0	0	0	prove	1	0
psrs	named_entity	candidate	1	2	0	0	0	2	0.0	1	1	psr	0	0
pucker	local		1	2	2	0	0	0	2.52	0	0		0	0
puzzled	local		1	2	2	0	0	0	3.28	0	0		0	0
quantifiable	domain_term		1	2	0	0	0	2	2.65	0	0		0	0
questionable	domain_term		1	2	0	0	0	2	3.78	0	0		0	0
quota	domain_term		1	2	0	0	0	2	3.53	0	0		0	0
quotas	domain_term		1	2	0	0	2	0	3.33	0	0	quota	0	0
readiness	domain_term		1	2	0	0	0	2	3.59	0	0		0	0
recs	named_entity	candidate	1	2	0	0	0	2	2.55	1	1		0	0
regulative	domain_term		1	2	0	0	0	2	1.82	0	0		0	0
replacement	domain_term		1	2	0	0	0	2	4.44	0	0		0	0
resting	inflection_miss		1	2	2	0	0	0	3.89	0	0	rest	1	0
retailer	domain_term		1	2	0	0	2	0	3.75	0	0		0	0
rewarding	inflection_miss		1	2	2	0	0	0	3.74	0	0	reward	1	0
rigorous	domain_term		1	2	0	0	0	2	3.68	0	0		0	0
roasted	inflection_miss		1	2	2	0	0	0	3.73	0	0	roast	1	0
robust	domain_term		1	2	0	0	0	2	3.94	0	0		0	0
rustling	local		1	2	2	0	0	0	2.85	0	0		0	0
sandra	named_entity	candidate	1	2	0	0	0	2	3.8	1	1		0	0
sang	inflection_miss		1	2	2	0	0	0	4.1	0	0	sing	1	0
sawing	inflection_miss		1	2	2	0	0	0	2.78	0	0	saw	1	0
searching	inflection_miss		1	2	2	0	0	0	4.36	0	0	search	1	0
shapey	named_entity	candidate	1	2	2	0	0	0	0.0	1	1		0	0
shhh	named_entity	candidate	1	2	2	0	0	0	3.08	1	1		0	0
shouting	inflection_miss		1	2	2	0	0	0	3.97	0	0	shout	1	0
skipping	named_entity	candidate	1	2	2	0	0	0	3.57	0	1	skip	1	0
soda	local		1	2	0	2	0	0	4.04	0	0		0	0
spare	domain_term		1	2	0	0	0	2	4.28	0	0		0	0
splat	local		1	2	2	0	0	0	2.7	0	0		0	0
splish	local		1	2	2	0	0	0	2.06	0	0		0	0
standards	named_entity	candidate	1	2	0	0	0	2	4.78	1	1	standard	1	0
stark	domain_term		1	2	0	0	0	2	4.01	0	0		0	0
starling	local		1	2	2	0	0	0	3.03	0	0		0	0
stayed	inflection_miss		1	2	2	0	0	0	4.53	0	0	stay	1	0
streamline	domain_term		1	2	0	0	0	2	3.18	0	0		0	0
strictly	domain_term		1	2	0	0	0	2	4.16	0	0		0	0
stringent	domain_term		1	2	0	0	0	2	3.43	0	0		0	0
substantially	domain_term		1	2	0	0	0	2	3.96	0	0		0	0
tailored	domain_term		1	2	0	0	0	2	3.56	0	0	tailor	0	0
taiwan	named_entity	candidate	1	2	0	0	0	2	4.04	1	1		0	0
taric	named_entity	candidate	1	2	0	0	0	2	1.31	1	1		0	0
taxud	named_entity	candidate	1	2	0	0	0	2	0.0	1	1		0	0
territorial	domain_term		1	2	0	0	0	2	3.91	0	0		0	0
thrilled	inflection_miss		1	2	2	0	0	0	3.94	0	0	thrill	1	0
timetable	domain_term		1	2	0	0	0	2	3.44	0	0		0	0
tir	named_entity	candidate	1	2	0	0	0	2	2.43	1	1		0	0
tiring	local		1	2	2	0	0	0	3.37	0	0		0	0
tocked	junk	low_freq	1	2	2	0	0	0	0.0	0	0	tocke	0	0
toed	inflection_miss		1	2	2	0	0	0	2.83	0	0	to	1	0
tonne	domain_term		1	2	0	0	0	2	3.21	0	0		0	0
tools	named_entity	candidate	1	2	0	0	0	2	4.59	1	1	tool	1	0
transposed	domain_term		1	2	0	0	0	2	2.55	0	0	transpose	0	0
treinamentos	named_entity	candidate	1	2	0	0	0	2	0.0	1	1		0	0
trousers	local		1	2	2	0	0	0	3.7	0	0	trouser	0	0
trusted	inflection_miss		1	2	0	0	0	2	4.2	0	0	trust	1	0
twinning	named_entity	candidate	1	2	0	0	0	2	2.71	1	1		0	0
und	named_entity	candidate	1	2	0	0	0	2	3.94	1	0		0	0
undoubtedly	domain_term		1	2	0	0	0	2	3.88	0	0		0	0
unitax	named_entity	candidate	1	2	0	0	0	2	0.0	1	1		0	0
universal	domain_term		1	2	0	0	0	2	4.49	0	0		0	0
upfront	domain_term		1	2	0	0	2	0	3.48	0	0		0	0
upheld	domain_term		1	2	0	0	0	2	3.59	0	0	uphold	0	0
usa	named_entity	candidate	1	2	0	0	0	2	4.79	1	1		0	0
usage	domain_term		1	2	0	0	0	2	4.23	0	0		0	0
verified	domain_term		1	2	0	0	0	2	3.94	0	0	verify	0	0
verify	domain_term		1	2	0	0	0	2	3.88	0	0		0	0
vs.	junk	structural	1	2	0	0	0	2	4.85	0	0		0	0
vulnerabilities	domain_term		1	2	0	0	0	2	3.23	0	0	vulnerability	0	0
warehouses	domain_term		1	2	0	0	0	2	3.43	0	0	warehouse	0	0
warranties	domain_term		1	2	0	0	2	0	2.92	0	0	warranty	0	0
welcoming	local		1	2	2	0	0	0	3.77	0	0		0	0
whiskers	named_entity	candidate	1	2	2	0	0	0	2.99	1	1	whisker	1	0
whooping	local		1	2	2	0	0	0	3.15	0	0	whoop	0	0
wider	local		1	2	2	0	0	0	4.24	0	0		0	0
windier	local		1	2	2	0	0	0	1.68	0	0		0	0
winding	inflection_miss		1	2	2	0	0	0	3.71	0	0	wind	1	0
wiser	named_entity	candidate	1	2	2	0	0	0	3.48	1	0		0	0
woah	named_entity	candidate	1	2	2	0	0	0	3.58	0	1		0	0
