sublist	family_head	action	eo_root	eo_word	eo_gloss	flag	head_pos	head_in_lexicon	n_forms	n_new	n_present	forms_new	forms_present	component_roots	alt_candidates	proposed_tier	cefr	decision	notes
4	grant	LINK	ced	cedi	to cede, give in, yield, comply, concede, grant, accommodate	ok	NOUN	2	4	3	1	granted:VERB;granting:VERB;grants:NOUN	grant(2)		donaci, doni, koncedi, permesi, stipendio	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
4	hence				from here, hence	no_match	NOUN	no	1	1	0	hence:NOUN			de ĉi tie, de nun, de tie ĉi	3	C1		single-form family (head only)
4	hypothesis	NEW	hipotez	hipotezo	hypothesis	ok	NOUN	no	12	12	0	hypothesis:NOUN;hypotheses:NOUN;hypothesise:VERB;hypothesised:VERB;hypothesises:NOUN;hypothesising:VERB;hypothesize:VERB;hypothesized:VERB;hypothesizes:NOUN;hypothesizing:VERB;hypothetical:ADJ;hypothetically:ADV				3	C1		
4	implement	LINK	il	ilo	agent, means, tool, implement, instrument	ok	NOUN	no	5	5	0	implement:NOUN;implementation:NOUN;implemented:VERB;implementing:VERB;implements:NOUN			realigi	3	C1		
4	implicate	LINK	implik	impliki	to entangle, implicate, infer	ok	NOUN	no	6	6	0	implicate:NOUN;implicated:VERB;implicates:VERB;implicating:VERB;implication:NOUN;implications:NOUN				3	C1		
4	impose	LINK	trud	trudi	to assert, coerce, force, impose, thrust	ok	VERB	2	5	4	1	imposed:VERB;imposes:VERB;imposing:VERB;imposition:NOUN	impose(2)		impozi	3	C1		head already in lexicon (tier 2)
4	integrate	NEW	integr	integri	to integrate	ok	VERB	no	5	4	1	integrate:VERB;integrates:NOUN;integrating:VERB;integration:NOUN	integrated(3)		integrali, integrigi, integriĝi	3	C1		multiple EO senses — verify anchor
4	internal	LINK	intern	interna	back-end, internal, domestic, inner, inside	ok	ADJ	2	10	9	1	internalise:VERB;internalised:VERB;internalises:NOUN;internalising:VERB;internalize:VERB;internalized:VERB;internalizes:VERB;internalizing:VERB;internally:ADV	internal(2)			3	C1		head already in lexicon (tier 2)
4	investigate	LINK	enket	enketi	to inquire, investigate, make an inquiry, survey	ok	VERB	2	9	7	2	investigated:VERB;investigates:NOUN;investigating:VERB;investigations:NOUN;investigative:ADJ;investigator:NOUN;investigators:NOUN	investigate(2);investigation(2)		egzameni, esplori, prienketi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
4	job	LINK	ofic	ofico	capacity, function, job, office, position, post, employment	ok	NOUN	1	2	1	1	jobs:NOUN	job(1)		dungiĝa, dungiĝo, komisio, laboro, laborposteno	3	C1		head already in lexicon (tier 1); multiple EO senses — verify anchor
4	label	LINK	mark	marko	brand, marker, tag, label	ok	NOUN	2	6	5	1	labeled:VERB;labeling:VERB;labelled:VERB;labelling:VERB;labels:NOUN	label(2)		enhavmarko, etikedi, etikedo, etiketo, surskribeto	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
4	mechanism	LINK	mekanism	mekanismo	action, mechanism	ok	NOUN	3	2	1	1	mechanisms:NOUN	mechanism(3)		meĥanikaĵo, meĥanismo	3	C1		head already in lexicon (tier 3)
4	obvious	LINK	videbl	videbla	visible, apparent, obvious	ok	ADJ	2	2	0	2		obvious(2);obviously(2)		evidenta, nekaŝebla	3	C1		head already in lexicon (tier 2)
4	occupy	LINK	okup	okupi	to occupy, employ, engage, allocate	ok	NOUN	no	12	12	0	occupy:NOUN;occupancy:NOUN;occupant:NOUN;occupants:NOUN;occupation:NOUN;occupational:NOUN;occupations:NOUN;occupied:VERB;occupier:NOUN;occupiers:NOUN;occupies:NOUN;occupying:VERB			absorbi, enspaci, okupacii	3	C1		multiple EO senses — verify anchor
4	option	LINK	opci	opcio	choice, option	ok	NOUN	2	3	2	1	optional:NOUN;options:NOUN	option(2)		alternativo, elekteblo, elektoaĵo	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
4	output	NEW	elig	eligi	to discharge, express, utter, output, give off, let out, take out, eject	ok	NOUN	no	2	2	0	output:NOUN;outputs:NOUN			elfaraĵo, eligo, elradika	3	C1		multiple EO senses — verify anchor
4	overall	LINK	tut	tuta	all, entire, overall, whole, total, complete	ok	ADJ	2	1	0	1		overall(2)		entuta, surtuto, totala	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor; single-form family (head only)
4	parallel	NEW	paralel	paralela	parallel	ok	NOUN	no	6	6	0	parallel:NOUN;paralleled:VERB;parallelled:VERB;parallelling:VERB;parallels:NOUN;unparalleled:ADJ				3	C1		
4	parameter	NEW	parametr	parametro	parameter	compound	NOUN	no	2	2	0	parameter:NOUN;parameters:NOUN		par+metr		3	C1		
4	phase	LINK	faz	fazo	phase, stage, aspect	ok	NOUN	2	4	3	1	phased:VERB;phases:NOUN;phasing:VERB	phase(2)		etapo, stadio	3	C1		head already in lexicon (tier 2)
4	predict	LINK	aŭgur	aŭguri	to augur, forecast, foretell, prophesy, foreshadow, predict	ok	VERB	2	11	9	2	predictability:NOUN;predictable:ADJ;predictably:ADV;predicted:VERB;predicting:VERB;predictions:NOUN;predicts:NOUN;unpredictability:NOUN;unpredictable:ADJ	predict(2);prediction(2)		antaŭdiri, profetadi, prognozi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
4	principal	LINK	ĉef	ĉefa	main, major, master, primary, cardinal, chief, principal, premier	ok	NOUN	2	2	1	1	principally:ADV	principal(2)		precipa	3	C1		head already in lexicon (tier 2)
4	prior	LINK	antaŭ	antaŭa	advance, advanced, antecedent, anterior, earlier, former, forward, past, preceding, previous, prior	ok	ADV	no	1	1	0	prior:ADV			ĉefabato, prepara, prioro	3	C1		multiple EO senses — verify anchor; single-form family (head only)
4	professional	LINK	ist	isto	professional	ok	ADJ	2	4	3	1	professionalism:NOUN;professionally:ADV;professionals:NOUN	professional(2)		profesia, profesiisto, profesiulo	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
4	project	LINK	elstar	elstari	to project, protrude	ok	NOUN	1/2	6	5	1	projected:VERB;projecting:VERB;projection:NOUN;projections:NOUN;projects:NOUN	project(1/2)		projekcii, projekto	3	C1		head already in lexicon (tier 1/2)
4	promote	LINK	akcel	akceli	to accelerate, advance, further, hasten, promote, speed up	ok	VERB	2	8	6	2	promoted:VERB;promoter:NOUN;promoters:NOUN;promotes:NOUN;promoting:VERB;promotions:NOUN	promote(2);promotion(2)		antaŭenigi, pligravigi, promocii, rangaltigi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
4	regime	NEW	reĝim	reĝimo	mode, regime, regimen	ok	NOUN	no	2	2	0	regime:NOUN;regimes:NOUN				3	C1		
4	resolve	LINK	decid	decidi	to choose, decide, determine, resolve, settle	ok	VERB	2	6	5	1	resolution:NOUN;resolved:VERB;resolves:NOUN;resolving:VERB;unresolved:ADJ	resolve(2)		devontigo, malkomponi	3	C1		head already in lexicon (tier 2)
4	retain	LINK	ten	teni	to hang onto, hold, keep, retain	ok	VERB	2	8	7	1	retained:VERB;retainer:NOUN;retainers:NOUN;retaining:VERB;retains:VERB;retention:NOUN;retentive:NOUN	retain(2)		gardi, reteni	3	C1		head already in lexicon (tier 2)
4	series	LINK	seri	serio	series, set	ok	NOUN	2	1	0	1		series(2)		intersekvo, sekvenco	3	C1		head already in lexicon (tier 2); single-form family (head only)
4	statistic	LINK	statistikaĵ	statistikaĵo	statistic	ok	NOUN	2	6	5	1	statistical:ADJ;statistically:ADV;statistician:NOUN;statisticians:NOUN;statistics:NOUN	statistic(2)			3	C1		head already in lexicon (tier 2)
4	status	LINK	stat	stato	condition, state, situation, station (of life), status	ok	NOUN	2	1	0	1		status(2)		pozicio, statmesaĝo, statuso	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor; single-form family (head only)
4	stress	LINK	urĝ	urĝo	craving, stress	ok	NOUN	2	6	5	1	stressed:VERB;stresses:NOUN;stressful:ADJ;stressing:VERB;unstressed:ADJ	stress(2)		akcenti, akcento, streĉeco, streĉo	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
4	subsequent	LINK	sekv	sekva	next, subsequent	ok	ADJ	3	2	1	1	subsequently:ADV	subsequent(3)		postveninta	3	C1		head already in lexicon (tier 3)
4	sum	LINK	sum	sumi	to sum	ok	NOUN	2	5	4	1	summation:NOUN;summed:VERB;summing:VERB;sums:NOUN	sum(2)		sumo	3	C1		head already in lexicon (tier 2)
4	summary	LINK	resum	resuma	summary, outline	ok	NOUN	2	14	12	2	summaries:NOUN;summarisation:NOUN;summarisations:NOUN;summarise:VERB;summarised:VERB;summarises:NOUN;summarising:VERB;summarization:NOUN;summarizations:NOUN;summarized:VERB;summarizes:NOUN;summarizing:VERB	summary(2);summarize(2)		resumaj, resumo	3	C1		head already in lexicon (tier 2)
4	undertake	NEW	klopod	klopodi	to aim, attempt, endeavor, take steps, undertake, try	ok	VERB	no	5	5	0	undertake:VERB;undertaken:VERB;undertakes:VERB;undertaking:VERB;undertook:VERB			entrepreni	3	C1		
5	academy	LINK	akademi	akademio	academy	ok	NOUN	no	6	5	1	academy:NOUN;academia:VERB;academically:ADV;academics:NOUN;academies:NOUN	academic(2)		altlernejo	3	C1		
5	adjust	LINK	pond	pondi	to adjust	ok	VERB	2	12	11	1	adjusted:VERB;adjusting:VERB;adjustment:NOUN;adjustments:NOUN;adjusts:NOUN;readjust:NOUN;readjusted:VERB;readjusting:VERB;readjustment:NOUN;readjustments:NOUN;readjusts:NOUN	adjust(2)		adapti, agordi, akomodi, akomodiĝi, alaranĝi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
5	alter	LINK	aliig	aliigi	to alter, change, turn, modify, transform (sth into sth)	ok	VERB	2	11	10	1	alterable:ADJ;alteration:NOUN;alterations:NOUN;altered:VERB;altering:VERB;alternate:VERB;alternating:VERB;alters:NOUN;unalterable:ADJ;unaltered:ADJ	alter(2)		aliformi, aliiĝi, modifi, modifiki, ŝanĝiĝi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
5	amend	LINK	ripar	ripari	to fix, repair, mend, redress, amend, restore, recover	ok	NOUN	no	6	5	1	amend:NOUN;amended:VERB;amending:VERB;amendment:NOUN;amends:NOUN	amendments(3)		modifiki, rebonigi, reformi	3	C1		multiple EO senses — verify anchor
5	aware	LINK	konsci	konscia	aware, conscious	ok	ADJ	2	3	2	1	awareness:NOUN;unaware:ADJ	aware(2)			3	C1		head already in lexicon (tier 2)
5	capacity	LINK	ofic	ofico	capacity, function, job, office, position, post, employment	ok	NOUN	2	4	3	1	capacities:NOUN;incapacitate:VERB;incapacitated:VERB	capacity(2)		enhavebleco, enhaveco, kapablo, kapacito, ŝarĝo	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
5	challenge	LINK	defi	defii	to challenge, defy	ok	NOUN	2	6	5	1	challenged:VERB;challenger:NOUN;challengers:NOUN;challenges:NOUN;challenging:VERB	challenge(2)		defio, kontesti, penigo, provoko	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
5	clause	LINK	klaŭz	klaŭzo	clause	ok	NOUN	2	2	1	1	clauses:NOUN	clause(2)			3	C1		head already in lexicon (tier 2)
5	compound	LINK	kombin	kombino	combination, compound	ok	NOUN	no	4	4	0	compound:NOUN;compounded:VERB;compounding:VERB;compounds:NOUN			kombinaĵo, kunmetaĵo, kunmeti, kunmetita, parenteza	3	C1		multiple EO senses — verify anchor
5	conflict	LINK	konflikt	konflikto	clash, conflict, antagonism	ok	NOUN	2	4	3	1	conflicted:VERB;conflicting:VERB;conflicts:NOUN	conflict(2)			3	C1		head already in lexicon (tier 2)
5	consult	LINK	konsil	konsili	to advise, counsel, consult	ok	VERB	no	10	10	0	consult:VERB;consultancy:NOUN;consultant:NOUN;consultants:NOUN;consultation:NOUN;consultations:NOUN;consultative:ADJ;consulted:VERB;consulting:NOUN;consults:NOUN			konsulti	3	C1		
5	contact	LINK	kontakt	kontakti	to contact	ok	NOUN	2	5	4	1	contactable:ADJ;contacted:VERB;contacting:VERB;contacts:NOUN	contact(2)		ekkontakti, interkontaktulo, komunikiĝo, kontakto, kontaktpersono	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
5	decline	LINK	defal	defalo	decline, downfall, drop, fall	ok	NOUN	2	4	3	1	declined:VERB;declines:VERB;declining:VERB	decline(2)		dekadenco, deklinacii, deklini, ekfiniĝo, ekmalfortiĝi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
5	discrete	NEW	diskret	diskreta	discrete, countable, denumerable	ok	ADJ	no	6	6	0	discrete:ADJ;discretely:ADV;discretion:NOUN;discretionary:ADJ;indiscrete:ADJ;indiscretion:NOUN			nekontinua, nombrebla, numerebla, sindetenema	3	C1		multiple EO senses — verify anchor
5	draft	LINK	kambi	kambio	bill of exchange, draft, letter of exchange	ok	VERB	2	8	7	1	drafted:VERB;drafting:VERB;drafts:NOUN;redraft:NOUN;redrafted:VERB;redrafting:VERB;redrafts:VERB	draft(2)		aerblovo, malneta, malneto, projekto	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
5	enable	LINK	ŝalt	ŝalti	to switch (on), turn on, activate, enable	ok	ADJ	2	4	3	1	enabled:VERB;enables:VERB;enabling:VERB	enable(2)		ebligi, kapabligi	3	C1		head already in lexicon (tier 2)
5	energy	LINK	energi	energio	energy, spirit	ok	NOUN	2	4	2	2	energetically:ADV;energies:NOUN	energy(2);energetic(2)		energetiko	3	C1		head already in lexicon (tier 2)
5	enforce	LINK				no_match	VERB	2	5	4	1	enforced:VERB;enforcement:NOUN;enforces:NOUN;enforcing:VERB	enforce(2)			3	C1		head already in lexicon (tier 2)
5	entity	LINK	aĵ	aĵo	entity, thing	ok	NOUN	no	2	2	0	entity:NOUN;entities:NOUN			ento, estado, estaĵo, esto	3	C1		multiple EO senses — verify anchor
5	equivalent	LINK	ekvivalent	ekvivalenta	equivalent	ok	ADJ	3	2	1	1	equivalence:NOUN	equivalent(3)		egalvaloro, ekvivalento, samvalora	3	C1		head already in lexicon (tier 3); multiple EO senses — verify anchor
5	evolve	NEW	evolu	evolui	to develop, evolve	ok	VERB	no	8	8	0	evolve:VERB;evolution:NOUN;evolutionary:ADJ;evolutionist:NOUN;evolutionists:NOUN;evolved:VERB;evolves:VERB;evolving:VERB			evolucii, evoluigi	3	C1		
5	expand	LINK	dilat	dilati	to dilate, expand	ok	VERB	2	7	6	1	expanded:VERB;expanding:VERB;expands:VERB;expansion:NOUN;expansionism:NOUN;expansive:ADJ	expand(2)		dilatiĝi, disetendi, disetendiĝi, ekspansii, elvolvi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
5	expose	LINK	denud	denudi	to expose	ok	VERB	2	6	5	1	exposed:VERB;exposes:VERB;exposing:VERB;exposure:NOUN;exposures:NOUN	expose(2)		eksponi, elmeti, espozi, montri, videbligi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
5	external	LINK	ekster	ekstera	external, outer, outside	ok	ADJ	2	13	12	1	externalisation:NOUN;externalise:VERB;externalised:VERB;externalises:NOUN;externalising:VERB;externality:NOUN;externalization:NOUN;externalize:VERB;externalized:VERB;externalizes:VERB;externalizing:VERB;externally:ADV	external(2)			3	C1		head already in lexicon (tier 2)
5	facilitate	NEW	facilig	faciligi	to make easy, facilitate	ok	NOUN	no	9	8	1	facilitate:NOUN;facilitated:VERB;facilitates:VERB;facilitating:VERB;facilitation:NOUN;facilitator:NOUN;facilitators:NOUN;facilities:NOUN	facility(2)		plifaciligi	3	C1		
5	fundamental	LINK	fundament	fundamenta	foundational, fundamental, base, basis	ok	ADJ	2	2	1	1	fundamentally:ADV	fundamental(2)			3	C1		head already in lexicon (tier 2)
5	generate	LINK	nask	naski	to bear, give birth to, bring forth, generate, spawn	ok	VERB	2	4	3	1	generated:VERB;generates:VERB;generating:VERB	generate(2)		generi, produkti	3	C1		head already in lexicon (tier 2)
5	generation	LINK	generaci	generacio	generation	ok	NOUN	2	2	1	1	generations:NOUN	generation(2)		generado	3	C1		head already in lexicon (tier 2)
5	image	LINK	bild	bildo	image, picture	ok	NOUN	2	3	2	1	imagery:NOUN;images:NOUN	image(2)		figuro, grafikaĵo, imagaĵo, similaĵo	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
5	liberal	NEW	liberal	liberala	liberal	ok	ADJ	no	22	22	0	liberal:ADJ;liberalisation:NOUN;liberalise:VERB;liberalised:VERB;liberalises:NOUN;liberalising:VERB;liberalism:NOUN;liberalization:NOUN;liberalize:VERB;liberalized:VERB;liberalizes:NOUN;liberalizing:VERB;liberally:ADV;liberals:NOUN;liberate:VERB;liberated:VERB;liberates:NOUN;liberating:VERB;liberation:NOUN;liberations:NOUN;liberator:NOUN;liberators:NOUN			malavara	3	C1		
5	licence	LINK	licenc	licenci	to authorize, license	ok	NOUN	no	7	6	1	licence:NOUN;licences:NOUN;licensed:VERB;licenses:NOUN;licensing:VERB;unlicensed:ADJ	license(2)		koncesii, licencio, licenco, permesilo, permeso	3	C1		anchored via US spelling (licence→license); multiple EO senses — verify anchor
5	logic	LINK	logik	logiko	logic	ok	NOUN	no	7	6	1	logic:NOUN;illogical:ADJ;illogically:ADV;logically:ADV;logician:NOUN;logicians:NOUN	logical(2)			3	C1		
5	margin	NEW	marĝen	marĝeno	margin	ok	NOUN	no	4	4	0	margin:NOUN;marginal:ADJ;marginally:ADV;margins:NOUN				3	C1		
5	medical	LINK	kurac	kuraca	medical	ok	ADJ	2	2	1	1	medically:ADV	medical(2)		medicina	3	C1		head already in lexicon (tier 2)
5	mental	LINK	mens	mensa	mental	ok	ADJ	2	3	2	1	mentality:NOUN;mentally:ADV	mental(2)		spirita	3	C1		head already in lexicon (tier 2)
5	modify	LINK	ŝanĝ	ŝanĝi	to change, turn, modify, make changes	ok	VERB	2	7	6	1	modification:NOUN;modifications:NOUN;modified:VERB;modifies:NOUN;modifying:VERB;unmodified:ADJ	modify(2)		aliigi, modifi, modifiki	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
5	monitor	LINK	ekran	ekrano	display, monitor, screen, visual display unit	ok	NOUN	2	5	4	1	monitored:VERB;monitoring:VERB;monitors:NOUN;unmonitored:ADJ	monitor(2)		alartista, avertanto, avertulo, ekranbloko, kaŝaŭskulti	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
5	network	LINK	ret	reto	net, network, web	ok	NOUN	2	4	3	1	networked:VERB;networking:VERB;networks:NOUN	network(2)		retaĵo	3	C1		head already in lexicon (tier 2)
5	notion	LINK	noci	nocio	notion, concept	ok	NOUN	2	2	1	1	notions:NOUN	notion(2)		ekkono, komprenaĵo, kompreno	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
5	objective	LINK	cel	celo	aim, goal, purpose, target, purpose, objective, aspiration	ok	NOUN	2	3	2	1	objectively:ADV;objectivity:NOUN	objective(2)		empiria, objektiva, objektivo	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
5	orient	LINK	orient	orienti	to orient, orientate	ok	NOUN	no	11	11	0	orient:NOUN;orientate:VERB;orientated:VERB;orientates:VERB;orientating:VERB;orientation:NOUN;oriented:VERB;orienting:VERB;orients:NOUN;reorient:NOUN;reorientation:NOUN			oriento	3	C1		
5	perspective	LINK	perspektiv	perspektivo	perspective, prospect	ok	NOUN	2	2	1	1	perspectives:NOUN	perspective(2)			3	C1		head already in lexicon (tier 2)
5	precise	LINK	net	neta	cleanly cut, neat, precise, net (weight, etc.), distinct	ok	VERB	2	4	3	1	imprecise:VERB;precisely:ADV;precision:NOUN	precise(2)		akurata, preciza	3	C1		head already in lexicon (tier 2)
5	prime	LINK	prim	prima	prime (number)	ok	NOUN	2	2	1	1	primacy:NOUN	prime(2)		prajmi, primo	3	C1		head already in lexicon (tier 2)
5	psychology	LINK	psikologi	psikologio	psychology	ok	NOUN	2	5	3	2	psychological:ADJ;psychologically:ADV;psychologists:NOUN	psychology(2);psychologist(2)		psiĥologio	3	C1		head already in lexicon (tier 2)
5	pursue	LINK	ĉas	ĉasi	to chase, hunt, pursue, seek after	ok	VERB	2	6	5	1	pursued:VERB;pursues:NOUN;pursuing:VERB;pursuit:NOUN;pursuits:NOUN	pursue(2)		alceli, forpeladi, persekuti, postesekvi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
5	ratio	NEW	rejŝ	rejŝo	ratio	ok	NOUN	no	2	2	0	ratio:NOUN;ratios:NOUN			kvociento, proporcio, rilato, rilatumo	3	C1		multiple EO senses — verify anchor
5	reject	LINK	neg	negi	to deny, reject	ok	VERB	2	6	5	1	rejected:VERB;rejecting:VERB;rejection:NOUN;rejections:NOUN;rejects:NOUN	reject(2)		malakcepti, reĵeti, rifuzi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
5	revenue	LINK	rent	rento	annuity, dividend, income, return, revenue	ok	NOUN	3	2	1	1	revenues:NOUN	revenue(3)		enspezo	3	C1		head already in lexicon (tier 3)
5	stable	LINK	firm	firma	fast, firm, stable, staunch, unshaken	ok	ADJ	2	14	13	1	instability:NOUN;stabilisation:NOUN;stabilise:VERB;stabilised:VERB;stabilises:NOUN;stabilising:VERB;stability:NOUN;stabilization:NOUN;stabilize:VERB;stabilized:VERB;stabilizes:VERB;stabilizing:VERB;unstable:ADJ	stable(2)		ĉevalejo, enstaligi, fortika, neŝanĝiĝema, stabila	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
5	style	LINK	stil	stilo	style	ok	NOUN	1	13	10	3	styled:VERB;styles:NOUN;stylise:VERB;stylised:VERB;stylises:NOUN;stylising:VERB;stylize:VERB;stylized:VERB;stylizes:NOUN;stylizing:VERB	style(1);styling(2);stylish(2)		fasono, stiluso, titolo	3	C1		head already in lexicon (tier 1); multiple EO senses — verify anchor
5	substitute	NEW	antaŭig	antaŭigi	to substitute	ok	NOUN	no	5	5	0	substitute:NOUN;substituted:VERB;substitutes:NOUN;substituting:VERB;substitution:NOUN			anstataŭa, anstataŭaĵo, anstataŭi, anstataŭiga, anstataŭigi	3	C1		multiple EO senses — verify anchor
5	sustain	NEW	apog	apogi	to back (up), bolster, buttress, lean, prop, rest, support, sustain, underpin, recline, uphold	ok	VERB	no	8	8	0	sustain:VERB;sustainability:NOUN;sustainable:ADJ;sustained:VERB;sustaining:VERB;sustains:VERB;sustenance:NOUN;unsustainable:ADJ			pluigi, subteni	3	C1		
5	symbol	LINK	armori	armorio	coat-of-arms, symbol	ok	NOUN	2	13	12	1	symbolic:ADJ;symbolically:ADV;symbolise:VERB;symbolised:VERB;symbolises:VERB;symbolising:VERB;symbolism:NOUN;symbolize:VERB;symbolized:VERB;symbolizes:VERB;symbolizing:VERB;symbols:NOUN	symbol(2)		blazono, referencilo, simbolo	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
5	target	LINK	cel	celi	to aim (at, for), mean (to say), target, intend, aspire, strain after	ok	NOUN	2	4	3	1	targeted:VERB;targeting:VERB;targets:NOUN	target(2)		celaĵo, celdisko, celo, celtabulo, cirklara	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
5	transit	NEW	pasad	pasado	passing, passing by, transit	ok	NOUN	no	8	7	1	transit:NOUN;transited:VERB;transiting:VERB;transitional:ADJ;transitions:NOUN;transitory:NOUN;transits:NOUN	transition(2)		transita, transiti, transito	3	C1		multiple EO senses — verify anchor
5	trend	LINK	tendenc	tendenco	tendency, bias, trend	ok	NOUN	2	2	1	1	trends:NOUN	trend(2)			3	C1		head already in lexicon (tier 2)
5	version	LINK	eldon	eldono	edition, issue (published item), release, version	ok	NOUN	2	2	1	1	versions:NOUN	version(2)		proversia, traduko, versia, versio	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
5	welfare	LINK	bonfar	bonfara	beneficent, beneficial, charitable, humanitarian, welfare	ok	NOUN	no	1	1	0	welfare:NOUN			bonstato	3	C1		single-form family (head only)
5	whereas	LINK	dum	dum	during, while, for, whereas, whilst	ok	SCONJ	2	1	0	1		whereas(2)		ĉar	3	C1		head already in lexicon (tier 2); single-form family (head only)
6	abstract	NEW	deten	deteni	to abstract, restrain, detain, hold	ok	ADJ	no	5	5	0	abstract:ADJ;abstraction:NOUN;abstractions:NOUN;abstractly:ADV;abstracts:NOUN			abstrakta, abstrakti, abstrakto, forpreni, konkludi	3	C1		multiple EO senses — verify anchor
6	accurate	LINK	fidel	fidela	accurate, exact, faithful, loyal, staunch, trusty, trustworthy	ok	ADJ	2	6	4	2	accuracy:NOUN;inaccuracies:NOUN;inaccuracy:NOUN;inaccurate:NOUN	accurate(2);accurately(2)		akurata, ekzakta, preciza, skrupula	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
6	acknowledge	LINK	agnosk	agnoski	to acknowledge, recognize (as official)	ok	VERB	2	6	5	1	acknowledged:VERB;acknowledgemens:NOUN;acknowledgement:NOUN;acknowledges:VERB;acknowledging:VERB	acknowledge(2)		konfesi, konfirmi	3	C1		head already in lexicon (tier 2)
6	aggregate	LINK	sum	suma	aggregate	ok	VERB	no	5	5	0	aggregate:VERB;aggregated:VERB;aggregates:NOUN;aggregating:VERB;aggregation:NOUN			agrega, agregaĵo, agregato, agregi, agregiĝi	3	C1		multiple EO senses — verify anchor
6	allocate	LINK	okup	okupi	to occupy, employ, engage, allocate	ok	VERB	no	6	6	0	allocate:VERB;allocated:VERB;allocates:NOUN;allocating:VERB;allocation:NOUN;allocations:NOUN			asigni, distribui, kvotigi	3	C1		multiple EO senses — verify anchor
6	assign	LINK	task	taski	to assign	ok	VERB	no	11	10	1	assign:VERB;assigned:VERB;assigning:VERB;assignments:NOUN;assigns:VERB;reassign:ADJ;reassigned:VERB;reassigning:VERB;reassigns:NOUN;unassigned:VERB	assignment(2)		alpostenigi, asigni, atribui, destini, komisii	3	C1		multiple EO senses — verify anchor
6	attach	LINK	fiks	fiksi	to attach, determine, fasten, fix, affix, make fast, secure, freeze, latch	ok	VERB	2	7	6	1	attached:VERB;attaches:NOUN;attaching:VERB;attachment:NOUN;attachments:NOUN;unattached:ADJ	attach(2)		afiksi, alfiksi, alfiksiĝi, alfortikigi, alkroĉi	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
6	author	LINK	aŭtor	aŭtori	to author	ok	NOUN	2	5	4	1	authored:VERB;authoring:VERB;authors:NOUN;authorship:NOUN	author(2)		aŭtoro, beletristo, klasikulo, publicisto, verkanto	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
6	bond	LINK	ligil	ligilo	band, strap, bond, tie, leash, tether, linker, link (WWW)	ok	NOUN	2	4	3	1	bonded:VERB;bonding:VERB;bonds:NOUN	bond(2)		aglutini, obligacio	3	C1		head already in lexicon (tier 2)
6	brief	LINK	lakon	lakona	brief, laconic, concise, succinct	ok	ADJ	2	6	5	1	brevity:NOUN;briefed:VERB;briefing:NOUN;briefly:ADV;briefs:NOUN	brief(2)		maldaŭra, mallonga, nedaŭra, sendaŭra	3	C1		head already in lexicon (tier 2); multiple EO senses — verify anchor
6	capable	LINK	kapabl	kapabla	able, capable, apt, qualified	ok	ADJ	2	4	3	1	capabilities:NOUN;capability:NOUN;incapable:ADJ	capable(2)		kompetenta	3	C1		head already in lexicon (tier 2)
6	cite	LINK	cit	citi	to cite, quote, mention	ok	VERB	2	6	5	1	citation:NOUN;citations:NOUN;cited:VERB;cites:VERB;citing:VERB	cite(2)			3	C1		head already in lexicon (tier 2)
