en_lemma	total_freq	final_eo_root	final_eo_word	eo_gloss	band	head_root_inventory_tier	proposed_tier	review_flag
damp	1	humid	humida	damp, humid, moist	P6_tail	core	2	
dangle	1	pendet	pendeti	to dangle	P6_tail	core	2	
deed	1	akt	akto	act, certificate, diploma, (legal) document, deed	P6_tail	core	2	
delicately	1	delikat	delikate	delicately	P6_tail	core	2	
delightful	1	rav	rava	delightful, lovely, exquisite, ravishing	P6_tail	core	2	
descend	1	malleviĝ	malleviĝi	to descend, go down	P6_tail	core	2	
destruction	1	pere	pereo	destruction, doom, downfall, fall, perdition, ruin, wreck	P6_tail	core	2	
disagreement	1	diskord	diskordo	disagreement, discord, dissension	P6_tail	core	2	
discomfort	1	malkomfort	malkomforto	discomfort	P6_tail	core	2	
disintegrate	1	disig	disigi	to disband, disconnect, disintegrate, divide, separate, disunite, sever, delimit	P6_tail	core	2	
disobedient	1	malobe	malobea	disobedient, insubordinate	P6_tail	core	2	
disrespectful	1	nerespekt	nerespekta	disrespectful	P6_tail	core	2	
disrupt	1	disromp	disrompi	to break off, smash, disrupt	P6_tail	core	2	
distract	1	distr	distri	to amuse, distract, divert, entertain, unbend, relax	P6_tail	core	2	
distressed	1	angor	angora	distressed, oppressing	P6_tail	core	2	
ditch	1	fos	foso	ditch	P6_tail	core	2	
dizziness	1	vertiĝ	vertiĝo	dizziness, vertigo	P6_tail	extended	2	
doe	1	cervin	cervino	doe, hind	P6_tail	core	2	
doom	1	pere	pereo	destruction, doom, downfall, fall, perdition, ruin, wreck	P6_tail	core	2	
doormat	1	pordomat	pordomato	doormat	P6_tail	core	2	
doughnut	1	benjet	benjeto	doughnut	P6_tail	tail	2	rare-anchor
downstream	1	kunflu	kunflue	downstream	P6_tail	extended	2	
dreamland	1	revland	revlando	dreamland	P6_tail	core	2	
drench	1	akvum	akvumi	to flush, drench, irrigate, water, rinse	P6_tail	core	2	
drill	1	bor	bori	to bore, drill	P6_tail	core	2	
droop	1	pend	pendi	to droop, hang	P6_tail	core	2	
drummer	1	drumist	drumisto	drummer	P6_tail	extended	2	
easel	1	stabl	stablo	bench, easel, workbench, support, stand	P6_tail	tail	2	rare-anchor
ecstatic	1	ekstaz	ekstaza	ecstatic	P6_tail	tail	2	rare-anchor
eerie	1	tremig	tremiga	eerie, grisly, gruesome, macabre	P6_tail	core	2	
elbow	1	kubut	kubuto	elbow	P6_tail	extended	2	
elegant	1	elegant	eleganta	elegant, smart	P6_tail	core	2	
embarrass	1	embaras	embarasi	to embarrass, encumber, hamper, perplex, inconvenience, hinder, impede	P6_tail	core	2	
embrace	1	brakum	brakumi	to embrace, hug	P6_tail	core	2	
empower	1	povig	povigi	to empower	P6_tail	core	2	
enchant	1	rav	ravi	to delight, enchant, enrapture	P6_tail	core	2	
enclosure	1	enmetaĵ	enmetaĵo	enclosure	P6_tail	core	2	
encouragement	1	kuraĝig	kuraĝigo	encouragement	P6_tail	core	2	
endless	1	etern	eterna	endless, eternal, everlasting, perpetual, never-ending	P6_tail	extended	2	
endlessly	1	senfin	senfine	ad infinitum, endlessly	P6_tail	core	2	
enthusiastically	1	entuziasm	entuziasme	eagerly, enthusiastically	P6_tail	core	2	
etc	1	k.t.p.	k.t.p.	(kaj tiel plu) et cetera, etc.	P6_tail	—	2	rare-anchor
exception	1	escept	escepto	exception, exclusion	P6_tail	core	2	
excessive	1	tro	troa	excessive, undue	P6_tail	—	2	rare-anchor
excite	1	incit	inciti	to abet, excite, incite, provoke, rouse, stimulate, stir up, irritate	P6_tail	core	2	
extravagance	1	malŝpar	malŝparo	dissipation, extravagance, waste	P6_tail	core	2	
eyebrow	1	brov	brovo	brow, eyebrow	P6_tail	tail	2	rare-anchor
fawn	1	cervid	cervido	fawn	P6_tail	core	2	
fearless	1	kuraĝ	kuraĝa	audacious, bold, brave, courageous, valiant, daring, fearless, intrepid	P6_tail	core	2	
fidget	1	movadiĝ	movadiĝi	to fidget	P6_tail	core	2	
fighter	1	luktant	luktanto	fighter, wrestler	P6_tail	core	2	
firewood	1	hejtlign	hejtligno	firewood	P6_tail	extended	2	
flee	1	fuĝ	fuĝi	to flee, run away	P6_tail	core	2	
fleeting	1	nedaŭr	nedaŭra	fleeting, temporary, brief, transitory, provisional, transient	P6_tail	tail	2	rare-anchor
flex	1	fleks	fleksi	to bend, flex, inflect	P6_tail	core	2	
flier	1	flugist	flugisto	flier	P6_tail	core	2	
flit	1	flirt	flirti	to flirt, flit, flutter	P6_tail	core	2	
flowerpot	1	florpot	florpoto	flowerpot	P6_tail	core	2	
fondness	1	amec	ameco	fondness, tenderness	P6_tail	tail	2	rare-anchor
foolishness	1	malsaĝ	malsaĝo	foolishness	P6_tail	core	2	
forgetful	1	forges	forgesa	forgetful, oblivious	P6_tail	core	2	
fortress	1	fortres	fortreso	fortress	P6_tail	tail	2	rare-anchor
fortunate	1	feliĉ	feliĉa	fortunate, happy, lucky	P6_tail	core	2	
freely	1	liber	libere	freely	P6_tail	core	2	
freshly	1	freŝ	freŝe	freshly	P6_tail	core	2	
fumble	1	fuŝpalp	fuŝpalpi	to fumble, touch, grope	P6_tail	core	2	
funeral	1	enterig	enterigo	burial, funeral, interment	P6_tail	extended	2	
galore	1	sufiĉeg	sufiĉege	galore, aplenty, in abundance	P6_tail	core	2	
genius	1	geni	genio	genius	P6_tail	extended	2	
glacier	1	glaĉer	glaĉero	glacier	P6_tail	tail	2	rare-anchor
gliding	1	glisad	glisado	glide, gliding, hovering	P6_tail	extended	2	
glimpse	1	ekvid	ekvido	glimpse	P6_tail	core	2	
gloom	1	malgaj	malgajo	gloom (sadness)	P6_tail	core	2	
gown	1	rob	robo	dress, gown, robe	P6_tail	core	2	
gratefully	1	dankem	dankeme	gratefully, thankfully	P6_tail	core	2	
gruff	1	malafabl	malafabla	blunt, brutal, gruff, harsh, rough, sour, surly, unkind, unpleasant, rude	P6_tail	core	2	
guffaw	1	rideg	ridego	guffaw	P6_tail	core	2	
guilt	1	kulp	kulpo	fault, offense, guilt, failing	P6_tail	core	2	
guiltily	1	kulposent	kulposente	guiltily, with feelings of guilt	P6_tail	core	2	
gunshot	1	pafilpaf	pafilpafo	gunshot	P6_tail	tail	2	rare-anchor
halfway	1	mezvoj	mezvoje	halfway	P6_tail	core	2	
hamburger	1	hamburgr	hamburgro	hamburger	P6_tail	tail	2	rare-anchor
harness	1	jung	jungi	to harness, yoke	P6_tail	core	2	
heap	1	mas	maso	lump, mass, pile, heap	P6_tail	core	2	
heater	1	hejtil	hejtilo	heater	P6_tail	core	2	
hesitantly	1	balbut	balbute	falteringly, haltingly, hesitantly	P6_tail	core	2	
hippos	1	hipopotamed	hipopotamedoj	hippos	P6_tail	tail	2	rare-anchor
hoist	1	his	hisi	to hoist, hoist up, run up, wind up	P6_tail	core	2	
honestly	1	honest	honeste	honestly, uprightly	P6_tail	core	2	
honeycomb	1	ĉelar	ĉelaro	honeycomb	P6_tail	core	2	
hopefully	1	esperebl	espereble	hopefully	P6_tail	core	2	
humbly	1	humil	humile	humbly	P6_tail	core	2	
iceberg	1	glacmont	glacmonto	iceberg	P6_tail	core	2	
identical	1	ident	identa	identical	P6_tail	core	2	
ignition	1	sparkad	sparkado	ignition	P6_tail	core	2	
ignorance	1	nesci	nescio	ignorance	P6_tail	tail	2	rare-anchor
imaginable	1	imagebl	imagebla	imaginable	P6_tail	core	2	
imaginative	1	imagem	imagema	imaginative	P6_tail	core	2	
impatience	1	malpacienc	malpacienco	impatience	P6_tail	core	2	
independently	1	memstar	memstare	independently, self-assuredly	P6_tail	core	2	
inevitable	1	fatal	fatala	fated, fateful, ill-fated, inevitable, ruinous	P6_tail	core	2	
infect	1	infekt	infekti	to infect	P6_tail	core	2	
infectious	1	infekt	infekta	catching, contagious, infectious	P6_tail	core	2	
inquire	1	enket	enketi	to inquire, investigate, make an inquiry, survey	P6_tail	extended	2	
inscribe	1	enskrib	enskribi	to enter, inscribe, register	P6_tail	extended	2	
inspection	1	inspek	inspeko	inspection	P6_tail	core	2	
instant	1	moment	momento	instant, moment	P6_tail	core	2	
instinctively	1	instinkt	instinkte	instinctively	P6_tail	tail	2	rare-anchor
intensely	1	intens	intense	intensely	P6_tail	core	2	
intruder	1	trudul	trudulo	interloper, intruder	P6_tail	core	2	
jaw	1	makzel	makzelo	jaw, jawbone	P6_tail	tail	2	rare-anchor
jealousy	1	ĵaluz	ĵaluzo	jealousy	P6_tail	tail	2	rare-anchor
jig	1	ĝig	ĝigo	jig	P6_tail	tail	2	rare-anchor
jigsaw	1	arabeskosegil	arabeskosegilo	jigsaw	P6_tail	tail	2	rare-anchor
joyous	1	ĝoj	ĝoja	happy, glad, joyful, joyous	P6_tail	core	2	
jumble	1	fatras	fatraso	jumble, junk, trash	P6_tail	tail	2	rare-anchor
keepsake	1	memoraĵ	memoraĵo	keepsake, memento, souvenir, memorial	P6_tail	core	2	
kernel	1	kern	kerno	core, kernel, nucleus, pit, stone	P6_tail	core	2	
keyhole	1	ŝlosiltru	ŝlosiltruo	keyhole	P6_tail	core	2	
lavish	1	prodig	prodigi	to lavish, squander	P6_tail	core	2	
lifetime	1	dumviv	dumvivo	lifetime	P6_tail	core	2	
lipstick	1	ruĵ	ruĵo	lipstick	P6_tail	tail	2	rare-anchor
loaf	1	pan	pano	bread, loaf	P6_tail	core	2	
longing	1	sopir	sopira	longing	P6_tail	core	2	
loudness	1	laŭtec	laŭteco	loudness	P6_tail	core	2	
loudspeaker	1	laŭtparolil	laŭtparolilo	loudspeaker, speaker	P6_tail	core	2	
lounge	1	pasum	pasumi	to dawdle, lounge, lounge about, stroll	P6_tail	core	2	
lovable	1	amebl	amebla	lovable	P6_tail	tail	2	rare-anchor
loyalty	1	fidelec	fideleco	adherence, allegiance, fealty, fidelity, loyalty	P6_tail	core	2	
lump	1	bul	bulo	ball, chunk, clod, hunk, lump, wad, bullet	P6_tail	core	2	
lurk	1	kaŭr	kaŭri	to cower, crouch, squat, lurk	P6_tail	core	2	
luxurious	1	luks	luksa	deluxe, luxurious, sumptuous	P6_tail	core	2	
madder	1	rubi	rubio	madder	P6_tail	tail	2	rare-anchor
magnificent	1	beleg	belega	exquisite, gorgeous, lovely, magnificent, splendid	P6_tail	core	2	
magnify	1	pligrandig	pligrandigi	to aggrandize, augment, enlarge, increase, magnify	P6_tail	core	2	
magpie	1	pig	pigo	magpie, pica	P6_tail	tail	2	rare-anchor
majestic	1	majest	majesta	majestic	P6_tail	extended	2	
mandala	1	mandal	mandalo	mandala	P6_tail	tail	2	rare-anchor
marketplace	1	foirej	foirejo	fairground, marketplace	P6_tail	extended	2	
meander	1	vag	vagi	to drift, loiter, prowl, ramble, roam, wander, meander, stray	P6_tail	core	2	
melodious	1	melodi	melodia	melodic, melodious, tuneful	P6_tail	tail	2	rare-anchor
mend	1	flik	fliki	to darn, mend, patch (up)	P6_tail	core	2	
mew	1	miaŭ	miaŭi	to meow, mew	P6_tail	tail	2	rare-anchor
microwave	1	mikroond	mikroonda	microwave	P6_tail	tail	2	rare-anchor
mindful	1	zorg	zorga	careful, mindful, regardful	P6_tail	core	2	
miraculously	1	mirakl	mirakle	miraculously	P6_tail	tail	2	rare-anchor
misery	1	mizer	mizero	misery, wretchedness	P6_tail	core	2	
moan	1	ĝem	ĝemi	to groan, moan	P6_tail	core	2	
moat	1	fosaĵ	fosaĵo	excavation, hole, ditch, pit, moat, trench	P6_tail	core	2	
mock	1	mok	moki	to mock, deride, jeer at, poke fun at, ridicule, taunt	P6_tail	core	2	
modesty	1	pudor	pudoro	chaste behavior, modesty, sense of decency	P6_tail	extended	2	
mold	1	ŝim	ŝimo	mildew, mold	P6_tail	extended	2	
motionless	1	senmov	senmova	immobile, inert, motionless, stagnant, stationary, still, motionless	P6_tail	core	2	
mound	1	dig	digo	dam, dike, embankment, jetty, mound	P6_tail	tail	2	rare-anchor
mountainside	1	montflank	montflanko	mountainside	P6_tail	core	2	
mourn	1	funebr	funebri	to bewail, mourn, grieve, weep	P6_tail	core	2	
mover	1	mebloportist	mebloportisto	(re)mover	P6_tail	core	2	
mumble	1	balbutad	balbutado	mumble, gibberish	P6_tail	core	2	
mutter	1	murmur	murmuri	to murmur, mutter	P6_tail	core	2	
neglect	1	nefar	nefari	to fail, neglect, omit	P6_tail	extended	2	
nephew	1	nev	nevo	nephew	P6_tail	core	2	
newly	1	nov	nove	newly	P6_tail	core	2	
nickname	1	alnom	alnomo	alias, nickname, surname	P6_tail	core	2	
niece	1	nevin	nevino	niece	P6_tail	core	2	
nonsense	1	blag	blago	joke, nonsense	P6_tail	tail	2	rare-anchor
nudge	1	ekpuŝ	ekpuŝi	to jog, nudge	P6_tail	core	2	
oar	1	remil	remilo	oar	P6_tail	core	2	
obedience	1	obe	obeo	obedience	P6_tail	core	2	
observant	1	observem	observema	observant	P6_tail	core	2	
odor	1	odor	odoro	odor, scent, smell	P6_tail	core	2	
offering	1	alport	alporto	offering	P6_tail	core	2	
officially	1	laŭofic	laŭofice	officially	P6_tail	core	2	
optimistic	1	optimism	optimisma	optimistic	P6_tail	core	2	
ounce	1	unc	unco	ounce	P6_tail	tail	2	rare-anchor
outrun	1	preterkur	preterkuri	to outrun, outstrip	P6_tail	core	2	
outsider	1	eksterul	eksterulo	outsider	P6_tail	core	2	
outsmart	1	superruz	superruzi	to outsmart, outwit	P6_tail	core	2	
overhear	1	subaŭd	subaŭdi	to overhear	P6_tail	core	2	
overnight	1	tranokt	tranokta	overnight	P6_tail	core	2	
overwhelm	1	subig	subigi	to subdue, overwhelm, subjugate, subject	P6_tail	core	2	
packet	1	paket	paketo	packet, parcel	P6_tail	core	2	
pal	1	kamarad	kamarado	buddy, companion, comrade, pal, mate, chum	P6_tail	core	2	
par	1	alpar	alparo	face value, nominal value, parity, par	P6_tail	core	2	
parachute	1	paraŝut	paraŝuta	airborne, parachute	P6_tail	core	2	
paradise	1	eden	edeno	paradise	P6_tail	tail	2	rare-anchor
parlor	1	salon	salono	drawing room, living room, parlor, salon, sitting room	P6_tail	core	2	
passageway	1	pasej	pasejo	gate, gangway, passage, passageway	P6_tail	core	2	
pathway	1	voj	vojo	course, passage, path, pathway, road, route, way	P6_tail	core	2	
patter	1	gutet	guteti	to drip, leak, patter, trickle, exude	P6_tail	core	2	
peat	1	torf	torfo	peat, turf	P6_tail	extended	2	
perfection	1	perfektec	perfekteco	perfection	P6_tail	core	2	
petrify	1	ŝtonig	ŝtonigi	to petrify (something), make something into stone	P6_tail	core	2	
pew	1	preĝbenk	preĝbenko	pew	P6_tail	core	2	
pip	1	pips	pipso	pip (disease in birds)	P6_tail	tail	2	rare-anchor
plea	1	pled	pledi	to appeal, plea, plead	P6_tail	extended	2	
plump	1	dik	dika	thick, corpulent, fat, stout, plump, bold (font)	P6_tail	core	2	
plush	1	pluŝ	pluŝo	plush	P6_tail	tail	2	rare-anchor
politeness	1	ĝentilec	ĝentileco	civility, courtesy, politeness	P6_tail	core	2	
pollen	1	polen	poleno	pollen	P6_tail	core	2	
pollute	1	polu	polui	to pollute	P6_tail	core	2	
portion	1	on	ono	portion, fraction, fragment, share, digit	P6_tail	tail	2	rare-anchor
postman	1	poŝtist	poŝtisto	mail carrier, postal worker, mailman, postman	P6_tail	core	2	
powerless	1	senpov	senpova	powerless, impotent	P6_tail	core	2	
precise	1	net	neta	cleanly cut, neat, precise, net (weight, etc.), distinct	P6_tail	core	2	
promotion	1	varbad	varbado	campaigning, enrolment, promotion, recruitment	P6_tail	core	2	
puck	1	hokedisk	hokedisko	puck	P6_tail	core	2	
puffy	1	puf	pufa	puffed, puffy, stuffed	P6_tail	core	2	
pump	1	pump	pumpi	to pump	P6_tail	core	2	
punch	1	tru	trui	to perforate, punch, puncture, make a hole in	P6_tail	core	2	
quest	1	serĉ	serĉo	lookup, search, seek, quest	P6_tail	core	2	
racket	1	brueg	bruego	clamor, racket, row, noise, turmoil, uproar, tumult	P6_tail	core	2	
rage	1	muĝ	muĝo	rage, roar	P6_tail	extended	2	
ramp	1	rampl	ramplo	ramp	P6_tail	tail	2	rare-anchor
rash	1	erupci	erupcio	eruption, rash	P6_tail	extended	2	
raspberry	1	framb	frambo	raspberry	P6_tail	extended	2	
rattle	1	klak	klaki	to chatter, clap, click, rattle, flap, slap, smack	P6_tail	core	2	
readily	1	volont	volonte	readily, willingly	P6_tail	core	2	
realization	1	realiĝ	realiĝo	realization	P6_tail	core	2	
reap	1	falĉ	falĉi	to cut, mow, reap	P6_tail	core	2	
rearrange	1	rearanĝ	rearanĝi	to rearrange	P6_tail	core	2	
recital	1	rakont	rakonto	account, narrative, story, tale, recital	P6_tail	core	2	
recount	1	fabel	fabeli	tell fables, recount	P6_tail	core	2	
recovery	1	sav	savo	salvage, salvation, recovery	P6_tail	core	2	
reel	1	ril	rilo	reel	P6_tail	core	2	
refusal	1	rifuz	rifuzo	refusal, rejection	P6_tail	tail	2	rare-anchor
rein	1	kondukil	kondukilo	rein (of a horse)	P6_tail	core	2	
relent	1	dolĉiĝ	dolĉiĝi	to relent	P6_tail	core	2	
remarkable	1	rimarkind	rimarkinda	noteworthy, remarkable, prominent	P6_tail	core	2	
repeatedly	1	ad	ade	continually, continuously, repeatedly, often	P6_tail	tail	2	rare-anchor
rescuer	1	savist	savisto	rescuer	P6_tail	core	2	
resign	1	abdik	abdiki	to abdicate, resign	P6_tail	core	2	
resourceful	1	aranĝem	aranĝema	ingenious, resourceful	P6_tail	core	2	
resourcefulness	1	eltrovem	eltrovemo	ingenuity, resourcefulness	P6_tail	core	2	
restart	1	restart	restarto	reboot, restart	P6_tail	core	2	
rhyme	1	rim	rimi	to rhyme	P6_tail	core	2	
rib	1	rip	ripo	rib	P6_tail	extended	2	
ridiculous	1	ridind	ridinda	funny, laughable, ludicrous, ridiculous, droll	P6_tail	core	2	
rightful	1	rajt	rajta	lawful, legitimate, rightful	P6_tail	core	2	
ripen	1	maturiĝ	maturiĝi	to mature, ripen	P6_tail	core	2	
ripple	1	ondet	ondeti	to ripple	P6_tail	core	2	
risky	1	risk	riska	adventurous, hazardous, risky, venturous	P6_tail	core	2	
rose	1	roz	rozo	rose	P6_tail	core	2	
rosemary	1	rosmaren	rosmareno	rosemary	P6_tail	tail	2	rare-anchor
roughly	1	aspr	aspre	roughly, harshly	P6_tail	tail	2	rare-anchor
rowboat	1	remboat	remboato	rowboat	P6_tail	core	2	
rubbish	1	rub	rubo	debris, rubbish, rubble, garbage, trash, junk	P6_tail	core	2	
rudely	1	malĝentil	malĝentile	impolitely, rudely	P6_tail	core	2	
rung	1	ŝtup	ŝtupo	stair, step, rung	P6_tail	core	2	
rust	1	rust	rusti	to rust	P6_tail	core	2	
salon	1	salon	salono	drawing room, living room, parlor, salon, sitting room	P6_tail	core	2	
sandal	1	sandal	sandalo	sandal	P6_tail	tail	2	rare-anchor
sap	1	suk	suko	gravy, juice, sap, pith	P6_tail	core	2	
saunter	1	malrapidir	malrapidiri	to saunter	P6_tail	tail	2	rare-anchor
scrape	1	knar	knari	to creak, screech, grate, grind, scratch, squeak, scrape	P6_tail	extended	2	
screech	1	knar	knari	to creak, screech, grate, grind, scratch, squeak, scrape	P6_tail	extended	2	
scrunch	1	krakad	krakado	crunch, scrunch, grating noise, grinding noise, scratch, scratching, scraping, grating	P6_tail	core	2	
secretly	1	kaŝ	kaŝe	clandestinely, secretly, by stealth	P6_tail	core	2	
selfishness	1	egoism	egoismo	egoism, self-interest, selfishness	P6_tail	core	2	
seller	1	vendant	vendanto	seller, vendor	P6_tail	core	2	
sermon	1	predik	prediko	sermon	P6_tail	core	2	
server	1	servil	servilo	server	P6_tail	core	2	
shaky	1	nestarem	nestarema	shaky, rickety, wobbly, loose	P6_tail	core	2	
sharer	1	kundividant	kundividanto	sharer	P6_tail	extended	2	
shriek	1	krieg	kriegi	to bawl, roar, scream, shout, shriek, yell	P6_tail	core	2	
shyness	1	hontec	honteco	shyness	P6_tail	core	2	
sickness	1	malsan	malsano	ailment, disease, illness, malady, sickness	P6_tail	core	2	
sideline	1	flankokup	flankokupo	hobby, sideline	P6_tail	core	2	
signature	1	subskrib	subskribo	signature	P6_tail	core	2	
silverware	1	arĝentar	arĝentaro	silverware	P6_tail	core	2	
simmer	1	stuf	stufi	to braise, simmer, stew	P6_tail	core	2	
sketch	1	etud	etudo	etude, study, sketch	P6_tail	tail	2	rare-anchor
slash	1	sabr	sabri	to hack, slash	P6_tail	tail	2	rare-anchor
sleepyhead	1	dormemul	dormemulo	sleepyhead, someone who likes to sleep	P6_tail	core	2	
slim	1	graci	gracia	graceful, gracious, slender, slim	P6_tail	core	2	
sly	1	ruz	ruza	artful, crafty, sly, astute, clever, cunning, smart	P6_tail	core	2	
smock	1	kazak	kazako	colors, smock	P6_tail	tail	2	rare-anchor
snip	1	tondaĵ	tondaĵo	snip	P6_tail	core	2	
snivel	1	ploret	ploreti	to snivel, whimper, whine	P6_tail	core	2	
snug	1	komfort	komforta	at ease, comfortable, cozy, snug	P6_tail	core	2	
solemnly	1	solen	solene	ceremoniously, solemnly	P6_tail	core	2	
someplace	1	iulok	iuloke	anyplace, anywhere, someplace, somewhere	P6_tail	tail	2	rare-anchor
soot	1	fulg	fulgo	soot	P6_tail	core	2	
spar	1	jard	jardo	yard (3 feet), spar	P6_tail	extended	2	
speck	1	grajn	grajno	grain, granule, pip (of fruit), stone (of fruit), particle, speck, seed	P6_tail	core	2	
spectacle	1	vidaĵ	vidaĵo	prospect, sight, view, spectacle, sight, parade, display, pageant, thing to see	P6_tail	core	2	
spew	1	ŝurc	ŝurci	to spurt, gush, spew	P6_tail	tail	2	rare-anchor
splatter	1	ŝprucetig	ŝprucetigi	to atomize, spatter, splatter, spray	P6_tail	core	2	
splendid	1	pomp	pompa	pompous, resplendent, showy, splendid	P6_tail	core	2	
sprayer	1	aspergil	aspergilo	atomizer, sprayer	P6_tail	tail	2	rare-anchor
springtime	1	printemp	printempo	spring, springtime	P6_tail	tail	2	rare-anchor
sprinkler	1	ŝprucigil	ŝprucigilo	sprinkler	P6_tail	core	2	
sprint	1	sprint	sprinti	to sprint	P6_tail	tail	2	rare-anchor
squat	1	kaŭr	kaŭri	to cower, crouch, squat, lurk	P6_tail	core	2	
squiggle	1	zigzaget	zigzageto	squiggle	P6_tail	extended	2	
staircase	1	ŝtupar	ŝtuparo	staircase, stairs	P6_tail	core	2	
stallion	1	stalon	stalono	stallion	P6_tail	extended	2	
starry	1	stelplen	stelplena	starry, star-filled, full of stars	P6_tail	core	2	
starve	1	malnutr	malnutri	to starve	P6_tail	core	2	
stash	1	kasaj	kasajo	stash, something hidden, something concealed	P6_tail	tail	2	rare-anchor
stethoscope	1	stetoskop	stetoskopo	stethoscope	P6_tail	tail	2	rare-anchor
stinky	1	stink	stinka	malodorous, smelly, stinking, stinky	P6_tail	tail	2	rare-anchor
stopper	1	kork	korko	cork, stopper	P6_tail	extended	2	
strangely	1	bizar	bizare	bizarrely, strangely	P6_tail	core	2	
streak	1	strek	streki	to cross out, draw, make a stroke, draw a line, streak, trace	P6_tail	core	2	
strew	1	disĵet	disĵeti	to (broad)cast, scatter, strew	P6_tail	core	2	
strive	1	penad	penadi	to strive	P6_tail	core	2	
stub	1	kupon	kupono	coupon, stub	P6_tail	core	2	
stun	1	svenig	svenigi	to drug, intoxicate, stun, stupefy	P6_tail	core	2	
styling	1	stildifin	stildifino	styling, styles	P6_tail	core	2	
stylish	1	stil	stila	stylish	P6_tail	extended	2	
submerge	1	ban	bani	to bathe, rinse, wash (over), submerge	P6_tail	core	2	
subside	1	mallev	mallevi	to abate, lower, let down, subside	P6_tail	core	2	
subtract	1	depren	depreni	to deduce, deduct, take away, take off, subtract	P6_tail	tail	2	rare-anchor
sunbeam	1	sunradi	sunradio	ray of the sun, sunbeam	P6_tail	core	2	
surf	1	surf	surfi	to (web)surf	P6_tail	tail	2	rare-anchor
surfer	1	retumant	retumanto	cybernaut, internaut, net user, surfer	P6_tail	core	2	
surge	1	hul	huli	to surge	P6_tail	tail	2	rare-anchor
suspiciously	1	suspekt	suspekte	suspiciously	P6_tail	core	2	
swarm	1	amas	amaso	accumulation, body, crowd, heap, mass, multitude, pile, swarm, hoard, mob, throng, troop	P6_tail	core	2	
sympathetically	1	kunsent	kunsente	sympathetically	P6_tail	core	2	
tart	1	acid	acida	acerbic, acid, sour, tart, acidic	P6_tail	core	2	
tender	1	mol	mola	gentle, soft, tender, minor (music)	P6_tail	core	2	
terror	1	teror	teroro	terror, reign of terror	P6_tail	core	2	
tester	1	testil	testilo	tester	P6_tail	core	2	
thaw	1	degel	degeli	to melt, thaw	P6_tail	core	2	
thirst	1	soif	soifi	to be thirsty, thirst	P6_tail	extended	2	
thistle	1	kard	kardo	thistle	P6_tail	core	2	
thorn	1	dorn	dorno	thorn, prickle, spine	P6_tail	extended	2	
thoroughly	1	fund	funde	from A to Z, thoroughly	P6_tail	extended	2	
thrive	1	vigl	vigli	to flourish, thrive	P6_tail	core	2	
throne	1	tron	trono	throne	P6_tail	—	2	rare-anchor
thump	1	bateg	bategi	to belabor, maul, thrash, thump	P6_tail	core	2	
thunderbolt	1	ekfulm	ekfulmo	flash, thunderbolt	P6_tail	core	2	
tightness	1	streĉitec	streĉiteco	tightness	P6_tail	core	2	
tile	1	kahel	kaheli	to tile	P6_tail	core	2	
timely	1	ĝustatemp	ĝustatempa	opportune, seasonable, timely, punctual	P6_tail	extended	2	
tinkle	1	tint	tinti	to chink, clink, jingle, tinkle	P6_tail	core	2	
toad	1	buf	bufo	toad	P6_tail	core	2	
toaster	1	panrostil	panrostilo	toaster	P6_tail	core	2	
toddle	1	paŝet	paŝeti	toddle, trip	P6_tail	core	2	
topple	1	fal	fali	to drop, fall, topple	P6_tail	core	2	
tow	1	tir	tiri	to drag, draw, haul, pull, tug, tow	P6_tail	core	2	
traverse	1	trair	trairi	to cover, go through, pass through, perambulate, traverse	P6_tail	extended	2	
trigger	1	ĉan	ĉano	hammer (of a gun), trigger	P6_tail	tail	2	rare-anchor
triumph	1	triumf	triumfi	to triumph	P6_tail	tail	2	rare-anchor
trolley	1	trole	troleo	trolley	P6_tail	tail	2	rare-anchor
troublesome	1	ĝen	ĝena	inconvenient, nasty, troublesome, troubling	P6_tail	core	2	
trundle	1	rulil	rulilo	roller, truckle, trundle	P6_tail	core	2	
truthful	1	verem	verema	truthful	P6_tail	core	2	
ufo	1	nif	nifo	UFO	P6_tail	tail	2	rare-anchor
ultimate	1	last	lasta	hindermost, last, ultimate	P6_tail	tail	2	rare-anchor
unattended	1	senasist	senasista	unattended	P6_tail	core	2	
unclean	1	malpur	malpura	dirty, filthy, nasty, soiled, unclean, foul, impure	P6_tail	core	2	
undress	1	nudig	nudigi	to undress, strip (someone, something)	P6_tail	core	2	
unfreeze	1	malfrostig	malfrostigi	to unfreeze	P6_tail	core	2	
unhook	1	dekroĉ	dekroĉi	to unhook	P6_tail	tail	2	rare-anchor
unimportant	1	negrav	negrava	immaterial, unimportant	P6_tail	core	2	
unity	1	unu	unuo	unit, element, unity	P6_tail	core	2	
unlucky	1	malbonŝanc	malbonŝanca	unlucky, unfortunate	P6_tail	core	2	
unnoticed	1	nerimarkit	nerimarkita	unnoticed	P6_tail	extended	2	
unwind	1	disvolv	disvolvi	to develop, unwind	P6_tail	core	2	
unzip	1	malzip	malzipi	to unzip	P6_tail	extended	2	
upstream	1	kontraŭflu	kontraŭflua	upstream	P6_tail	core	2	
upwards	1	supr	supren	above, up, uphill, upwards, upstairs	P6_tail	core	2	
urgently	1	urĝ	urĝe	urgently	P6_tail	core	2	
utmost	1	ekstrem	ekstrema	extreme, utmost	P6_tail	core	2	
vacuum	1	vaku	vakuo	vacuum	P6_tail	extended	2	
