en_lemma	total_freq	action	eo_root	eo_word	eo_gloss	component_roots	proposed_tier	cefr	alt_candidates	flag	notes
yarn	20	NEW	blagrakont	blagrakonto	yarn		1	A1	lanfadenaĵo	ok	
alright	19	LINK	bon	bone	well, ok, alright, fine		1	A1		ok	
birdie	19						1	A1		no_match	
blouse	19	NEW	bluz	bluzo	blouse		1	A1	ĉemizino, inĉemizo, kitelo	ok	
buckle	19	NEW	buk	buki	to buckle		1	A1	bukfermi, buko, kniki, knikiĝi	ok	
cauliflower	19	NEW	florbrasik	florbrasiko	cauliflower		1	A1		ok	
chop	19	NEW	hak	haki	to chop, cut, hack, hew		1	A1	dishaki, haketi, hako, kotleto	ok	
hunter	19	NEW	ĉasant	ĉasanto	hunter		1	A1	ĉasisto	ok	
itch	19	NEW	juk	juki	to itch		1	A1	juko, skabio	ok	
luckily	19	LINK	feliĉ	feliĉe	fortunately, happily, luckily		1	A1	bonokaze, bonsorte, bonŝance	ok	reclaimed from proper_noun — confirm not a name
napkin	19	NEW	buŝtuk	buŝtuko	napkin, serviette	buŝ+tuk	1	A1		compound	
reindeer	19	NEW	boac	boaco	caribou, reindeer		1	A1	rangifero	ok	
sandbox	19	NEW	provej	provejo	sandbox		1	A1	sablokesto, sabloludejo	ok	
scarf	19	NEW	skarp	skarpo	(woman’s) scarf; arm-sling, sash, stole		1	A1	kaptuko, koltuko	ok	
skull	19	NEW	krani	kranio	cranium, head, skull, pate		1	A1	skeletkapo	ok	
venture	19	LINK	risk	riski	to hazard, risk, venture		1	A1	hazardi, risko	ok	
boom	18	NEW	bum	bumo	boom		1	A1	ekamasiĝi, ekamasiĝo, ekmultiĝi, ekmultiĝo, ekvigliĝi	ok	
broccoli	18	NEW	brokol	brokolo	broccoli		1	A1	brokolio, tuberbrasiko	ok	
cracker	18	NEW	kraken	krakeno	cracker		1	A1	biskvito, kodrompisto, retpirato	ok	
creep	18	NEW	ramp	rampi	to crawl, creep, sneak		1	A1		ok	
kindly	18	NEW	afabl	afable	kindly, affably		1	A1	kompleza, kompleze	ok	
mop	18	NEW	ŝvabr	ŝvabri	to mop, swab		1	A1	spongoŝvabrilo, ŝvabrileto	ok	
mule	18	NEW	mul	mulo	mule		1	A1		ok	
mustache	18						1	A1		no_match	
pancake	18	NEW	flan	flano	flan, tart, pancake, thin flat pastry		1	A1	krespo, patkuko	ok	reclaimed from proper_noun — confirm not a name
ripe	18	NEW	matur	matura	mature, ripe, full-grown, mature		1	A1		ok	
shield	18	NEW	egid	egido	aegis, protection, shield, auspices, sponsorship		1	A1	kirasi, ŝildi, ŝildo, ŝirmi	ok	
spark	18	NEW	spark	sparki	to spark		1	A1	ekbruligi, fajreri, fajrero, sparko	ok	
spit	18	NEW	kraĉ	kraĉi	to expectorate, spit		1	A1	pikbastono, rostostango, sputi, trapiko	ok	
steak	18	NEW	stek	steko	steak		1	A1	bifsteko, fiŝosteko	ok	
sword	18	NEW	glav	glavo	sword		1	A1		ok	
toast	18	NEW	rost	rosti	to broil, roast, toast		1	A1	rostpano, toasti, toastigi, toasto, tosti	ok	
vet	18						1	A1		no_match	
villager	18	NEW	vilaĝan	vilaĝano	villager		1	A1		ok	
anytime	17	NEW	iutemp	iutempe	anytime, at some time, eventually, ever, once, sometime, someday		1	A1		ok	
barrel	17	LINK	tub	tubo	barrel, channel, pipe, tube, conduit, duct, stem		1	A1	bareleto, barelo, premcilindro, sendaĵero	ok	
bathe	17	LINK	ban	bani	to bathe, rinse, wash (over), submerge		1	A1		ok	
chalk	17	NEW	kret	kreta	chalk		1	A1	kreto, kretskribi	ok	
drain	17	NEW	dren	dreni	to drain		1	A1	akvotubo, defluejo, deguti, dreniĝi, drenilo	ok	
drift	17	NEW	vag	vagi	to drift, loiter, prowl, ramble, roam, wander, meander, stray		1	A1	drivi, drivo	ok	
fireplace	17	NEW	kamen	kameno	fireplace, hearth, fireside		1	A1	fajrejo, fajrujo	ok	
lumber	17	NEW	seglign	segligno	lumber, timber	seg+lign	1	A1	ĉarpentligno	compound	
ouch	17	NEW	a	aj	ow, ouch, oh		1	A1		ok	reclaimed from proper_noun — confirm not a name
respectful	17	NEW	respekt	respekta	respectful		1	A1	respektema	ok	
scold	17	NEW	admon	admoni	to admonish, advise, censure, exhort, scold, reprimand, tell off		1	A1	mallaŭdi, riproĉegi, riproĉi, skoldi	ok	
sip	17	NEW	glut	gluto	draught, sip, mouthful, gulp, swallow, sup		1	A1	sorbi, trinketi, trinketo	ok	
sneak	17	NEW	ramp	rampi	to crawl, creep, sneak		1	A1	ŝteliri	ok	
sprinkle	17	NEW	ŝutet	ŝuteti	to sprinkle		1	A1	aspergi, elŝprucigi, ĵetkovri, surŝprucigi, surverŝi	ok	
sunrise	17	NEW	ektagiĝ	ektagiĝo	sunrise		1	A1	sunleviĝo	ok	
tide	17	NEW	tajd	tajdo	tide		1	A1		ok	
vanish	17	NEW	nuliĝ	nuliĝi	to vanish		1	A1	neniiĝi	ok	
wardrobe	17	LINK	ŝrank	ŝranko	cabinet, closet, cupboard, sideboard, wardrobe		1	A1	vestoŝranko, vestotenejo	ok	
backpack	16	NEW	dorssak	dorssako	backpack		1	A1	dorsosako, tornistro	ok	
bouncy	16						1	A1		no_match	
bulb	16	NEW	bulb	bulbo	bulb, dome		1	A1	ampolo, fulmoampolo	ok	reclaimed from proper_noun — confirm not a name
crystal	16	NEW	kristal	kristala	crystal		1	A1	kristalo	ok	reclaimed from proper_noun — confirm not a name
floppy	16	NEW	disked	diskedo	floppy disk, floppy, diskette		1	A1		ok	reclaimed from proper_noun — confirm not a name
fog	16	NEW	nebul	nebulo	fog, mist		1	A1		ok	
hanger	16						1	A1		no_match	
mug	16	NEW	potet	poteto	mug		1	A1	glasego, pokaleto, rabataki, tasego, vizaĝaĉo	ok	reclaimed from proper_noun — confirm not a name
outfit	16	LINK	ekip	ekipi	to equip, outfit		1	A1	kompleto, kostumo, vestaro	ok	
patiently	16	LINK	pacienc	pacience	patiently		1	A1		ok	
prune	16	NEW	stuc	stuci	to crop, trim, prune		1	A1	ĉirkaŭhaki, pritondi	ok	
rip	16	LINK	ŝir	ŝiri	to rip, tear		1	A1	ekstrakti	ok	
seagull	16	NEW	mev	mevo	gull, seagull		1	A1		ok	
seal	16	NEW	fok	foko	seal (animal)		1	A1	hermetikigi, marhundo, oblato, obturi, sigelaĵo	ok	
steam	16	NEW	vapor	vapora	steam, vaporous		1	A1	vapori, vaporizi, vaporkuiri, vaporo, vaporumi	ok	
twist	16	NEW	tord	tordi	to contort, twist, warp, wind, wring, wriggle, sprain		1	A1	deformi, distordi, kurbiĝadi, premegi, serpenti	ok	
airplane	15	LINK	aviadil	aviadilo	airplane, aircraft		1	A1	aeroplano, aerplano	ok	
bun	15	NEW	bulk	bulko	bun, roll		1	A1	harnodo, hartubero, panbulo	ok	reclaimed from proper_noun — confirm not a name
cabinet	15	LINK	ŝrank	ŝranko	cabinet, closet, cupboard, sideboard, wardrobe		1	A1	bretaro, ĉambreto, kabineto, ministraro, murŝranko	ok	
cautiously	15	LINK	zorg	zorge	carefully, cautiously		1	A1	eviteme, singardeme	ok	
cupcake	15	NEW	kuket	kuketo	cookie, little cake, cupcake		1	A1		ok	
elf	15	NEW	elf	elfo	elf		1	A1	feino, koboldo	ok	reclaimed from proper_noun — confirm not a name
giraffe	15	NEW	ĝiraf	ĝirafo	giraffe		1	A1		ok	
hallway	15	NEW	koridor	koridoro	corridor, passage, hallway, hall, lane, passageway		1	A1		ok	
hose	15	NEW	hos	hoso	hose, tube		1	A1	akvokondukilo, ledtubo, ŝtrumpaĵo	ok	
notebook	15	LINK	agend	agendo	agenda, appointment book, diary, memorandum book, notebook		1	A1	kajero, notlibreto, notlibro, tekkomputilo, tekokomputilo	ok	
oak	15	NEW	kverk	kverka	oak, oaken		1	A1	glanarbo, kverko, kverkoligno	ok	
oxygen	15	NEW	oksigen	oksigeno	oxygen		1	A1		ok	
pajama	15	NEW	piĵam	piĵamo	pajama		1	A1		ok	
pearl	15	NEW	perl	perlo	pearl		1	A1		ok	
prettiest	15						1	A1		no_match	
ranch	15	LINK	bien	bieno	domain, estate, farm, property, ranch, land, ground(s)		1	A1	ranĉo	ok	
reminder	15	NEW	memorig	memorigo	relic, reminder		1	A1	memorigilo, rememorigilo, rememorigo	ok	
sadness	15	NEW	malĝoj	malĝojo	grief, sadness, sorrow, tribulation		1	A1	afliktiĝo, malgajeco, malĝojeco	ok	
whisker	15	NEW	vanghar	vangharo	sideburn, whisker		1	A1		ok	reclaimed from proper_noun — confirm not a name
barely	14	NEW	nud	nude	barely, nakedly		1	A1	apenaŭ	ok	
canvas	14	NEW	kanvas	kanvaso	canvas		1	A1		ok	
carriage	14	NEW	afust	afusto	(gun) carriage		1	A1	ĉareto, kaleŝo, transporto, vagono, veturilo	ok	
celery	14	NEW	api	apio	(wild) celery		1	A1	celerio	ok	
comfy	14						1	A1		no_match	
cop	14	NEW	sbir	sbiro	cop, pig		1	A1		ok	
curiosity	14	NEW	sciem	sciemo	curiosity, curiousness		1	A1	intereseco, kuriozaĵo, sciavido, scivoleco, scivolemo	ok	reclaimed from proper_noun — confirm not a name
flavor	14	NEW	arom	aromo	aroma, flavor, fragrance, smell		1	A1	gustigi, gusto	ok	
freezer	14	NEW	frostuj	frostujo	freezer		1	A1	frostigilo, frostigujo, frostkesto, frotokesto, glaciŝranko	ok	
intrigue	14	LINK	intrig	intrigi	to intrigue, scheme, plot		1	A1	intrigo, komploto, scivoligi	ok	
jeep	14	NEW	ĵip	ĵipo	jeep		1	A1		ok	
ladybug	14	NEW	kokcinel	kokcinelo	lady beetle, ladybird, ladybird beetle, ladybug		1	A1		ok	reclaimed from proper_noun — confirm not a name
lotion	14						1	A1		no_match	
melody	14	LINK	melodi	melodio	melody, tune		1	A1		ok	reclaimed from proper_noun — confirm not a name
panic	14	NEW	panik	paniki	to panic		1	A1	ekpaniki, panikigi, paniko, teruro	ok	
pupil	14	NEW	pupil	pupilo	pupil (of eye)		1	A1	gimnaziano, lernantino, lernanto, lernejano, liceano	ok	
sew	14	NEW	kudr	kudri	to stitch, sew, tack		1	A1	alkudri, stebi	ok	
shovel	14	NEW	fosil	fosilo	digging implement, shovel, spade		1	A1	ŝoveli, ŝovelilo	ok	
sore	14	LINK	dolor	dolora	aching, anguished, pained, painful, sore		1	A1	suferanta, ulcereto, ulcero	ok	
starfish	14	NEW	asteri	asterio	starfish		1	A1	marstelo	ok	
superhero	14	NEW	superhero	superheroo	superhero	super+hero	1	A1		compound	
sway	14	LINK	influ	influi	to act, affect, influence, have influence on, shape, sway		1	A1	balanci, svingiĝi	ok	
thrill	14	NEW	vibr	vibri	to vibrate, oscillate, thrill		1	A1		ok	
underneath	14	LINK	sub	sub	below, beneath, under, underneath		1	A1	malsupre, sube, suben	ok	
ambulance	13	NEW	ambulanc	ambulanco	ambulance, field hospital		1	A1	malsanulejo, malsanulveturilo	ok	
bedtime	13	NEW	enlitiĝtemp	enlitiĝtempo	bedtime		1	A1	dormohoro	ok	
brighter	13						1	A1		no_match	
bully	13	NEW	ĉikan	ĉikani	to nit-pick, quibble, split hairs, badger, bait, bully		1	A1	brutali	ok	
campfire	13	NEW	tendarfajr	tendarfajro	campfire		1	A1	ŝtipfajro	ok	
cricket	13	NEW	gril	grilo	cricket (insect)		1	A1	kriketo	ok	
eagle	13	NEW	agl	aglo	eagle		1	A1		ok	
fade	13	NEW	fad	fadi	to fade		1	A1	dissolvi, dissolvo, forpasadi, malklariĝi, paliĝi	ok	
flora	13	NEW	flaŭr	flaŭro	flora		1	A1	vegetaĵaro, vegetalaro	ok	reclaimed from proper_noun — confirm not a name
forgave	13						1	A1		no_match	
knelt	13						1	A1		no_match	
marker	13	LINK	mark	marko	brand, marker, tag, label		1	A1	indikilo, markilo	ok	
melon	13	NEW	melon	melono	melon		1	A1		ok	
onwards	13						1	A1		no_match	
parrot	13	NEW	papag	papago	parrot		1	A1	papagumi	ok	reclaimed from proper_noun — confirm not a name
ray	13	NEW	raj	rajo	ray, skate, stingray		1	A1	duonrekto, lumradio, radio, strio	ok	
restore	13	NEW	redon	redoni	to compensate, give back, return, render, restore, pay back, refund, repay, retaliate, return, reflect, reproduce		1	A1	refari, restarigi, restaŭra, restaŭri, restaŭro	ok	
rob	13	LINK	rab	rabi	to pillage, plunder, rob, take away (by force)		1	A1	prirabi, priŝteli, rabegi, senmonigi, ŝteli	ok	reclaimed from proper_noun — confirm not a name
rover	13	NEW	rover	rovero	rover, venturer		1	A1	vaganto	ok	reclaimed from proper_noun — confirm not a name
shed	13	NEW	bud	budo	barn, shed, stand, stall, hut, booth, cabana, kiosk		1	A1	alero, antaŭtegmento, barako, bovostalo, elsendi	ok	
sting	13	LINK	pik	piki	to bite, jab, pick, pierce, prick, puncture, stab, stick, sting		1	A1	bruli, enpiki, pikilo, piko	ok	
stroke	13	LINK	bat	bato	blow, stroke, hit		1	A1	apopleksio, froti, glatumi, karesi, kareso	ok	
unpacked	13						1	A1		no_match	
acorn	12	NEW	glan	glano	acorn, glans		1	A1		ok	
bathtub	12	NEW	banuj	banujo	bathtub		1	A1	bankuvo	ok	
batter	12	NEW	batant	batanto	batter		1	A1	farunbataĵo	ok	
cardboard	12	NEW	karton	kartona	cardboard		1	A1	kartono	ok	
coral	12	NEW	koral	korala	coral		1	A1	koralo	ok	
curl	12	LINK	bukl	bukli	to curl		1	A1	bukligi, buklo, frizi, kirli, kirlo	ok	
dip	12	NEW	ekfal	ekfali	to dip, slump		1	A1	ekfalo, subakvigi, trempeti, trempeto, trempi	ok	
helper	12	NEW	helpant	helpanto	aid, helper, assistant, auxiliary		1	A1	asistanto, ĉielertulo, helpisto, kunhelpinto, subteninto	ok	
holly	12	NEW	ileks	ilekso	holly		1	A1	akvifolio	ok	reclaimed from proper_noun — confirm not a name
lawn	12	NEW	gazon	gazono	lawn		1	A1	batisto, gresejo, herbejo, herbobedo, razeno	ok	
mailman	12	NEW	poŝtist	poŝtisto	mail carrier, postal worker, mailman, postman		1	A1		ok	
medal	12	NEW	medal	medalo	medal		1	A1		ok	
muddy	12	LINK	kot	kota	dirty, muddy, filthy, mucky, muddy		1	A1	kotkovrita, marĉoplena	ok	
nectar	12	NEW	nektar	nektaro	nectar		1	A1	florsuko	ok	reclaimed from proper_noun — confirm not a name
nutty	12	NEW	arom	aroma	aromatic, fragrant, nutty		1	A1	bonodora, kvazaŭfreneza, maniohava, nuksa, spiceca	ok	reclaimed from proper_noun — confirm not a name
purr	12	NEW	bleket	bleketi	to squeak, purr, whine		1	A1	murmureti, ronroni, ronrono	ok	
quack	12	NEW	kvak	kvaki	to croak, quack		1	A1	anasbleki	ok	
rumble	12	NEW	bruegad	bruegadi	to rumble		1	A1	vibrosoni	ok	
rusty	12	NEW	rust	rusta	rusty		1	A1		ok	reclaimed from proper_noun — confirm not a name
shannon	12	NEW	ŝanon	ŝanono	shannon		1	A1		ok	reclaimed from proper_noun — confirm not a name
sidewalk	12	NEW	trotuar	trotuaro	footpath, pavement, sidewalk		1	A1		ok	
snail	12	NEW	limak	limako	slug, snail		1	A1		ok	reclaimed from proper_noun — confirm not a name
squeal	12	NEW	kriet	krieto	squeal		1	A1		ok	
swung	12						1	A1		no_match	
temple	12	NEW	tempi	tempio	temple (forehead)		1	A1	idolejo, templo	ok	reclaimed from proper_noun — confirm not a name
warrior	12	NEW	batalist	batalisto	warrior		1	A1	batalpartiano, militisto	ok	
armchair	11	NEW	fotel	fotelo	armchair, easy chair		1	A1	apogseĝo, brakseĝo, fortelo, seĝego	ok	
brownie	11	NEW	gnom	gnomo	brownie, gnome, goblin		1	A1	lupido	ok	reclaimed from proper_noun — confirm not a name
bumpy	11	NEW	maleben	malebena	bumpy, rugged, rough		1	A1		ok	reclaimed from proper_noun — confirm not a name
burst	11	NEW	knal	knali	to bang, explode, burst, make a loud sound		1	A1	fendiĝi, krevaĵo, krevi, krevigi, krevo	ok	
chuckle	11						1	A1		no_match	
circus	11	NEW	cirk	cirko	circus		1	A1		ok	
claws	11						1	A1		no_match	
creamy	11						1	A1		no_match	
drank	11						1	A1		no_match	
exhaust	11	NEW	elĉerp	elĉerpi	to ladle out, scoop out, exhaust, use up, consume		1	A1	elĉerpiĝi, forĉerpi, konsumi	ok	
explorer	11	NEW	foliumil	foliumilo	browser (internet), explorer, web browser		1	A1	esploranto, esploristo, esplorvojaĝisto	ok	
fabric	11	LINK	ŝtof	ŝtofo	cloth, material, matter, stuff, fabric, textile		1	A1	fabriko, teksaĵo	ok	
fisherman	11	NEW	fiŝist	fiŝisto	fisherman		1	A1	fiŝkaptisto	ok	
ginger	11	NEW	ruf	rufa	ginger, red, russet, rust-colored, roan		1	A1	azaro, zingibro	ok	reclaimed from proper_noun — confirm not a name
glitter	11	NEW	brileg	brilegi	to glitter		1	A1	briletado, ŝajnbrilo, trompbrilo	ok	
gracefully	11	NEW	graci	gracie	gracefully, graciously		1	A1		ok	
honking	11	NEW	kvakad	kvakado	honking		1	A1		ok	
horizon	11	NEW	horizont	horizonto	horizon		1	A1		ok	
jug	11	LINK	pot	poto	jug, pot		1	A1	argilujo, kruĉo	ok	
marshmallow	11						1	A1		no_match	
maya	11	NEW	maja	majaa	Maya, Mayan		1	A1	majao	ok	reclaimed from proper_noun — confirm not a name
nick	11	NEW	breĉet	breĉeti	to nick, notch		1	A1	breĉetigi, tranĉeti	ok	reclaimed from proper_noun — confirm not a name
noon	11	NEW	tagmez	tagmezo	midday, noon	tag+mez	1	A1		compound	reclaimed from proper_noun — confirm not a name
oasis	11	NEW	oaz	oazo	oasis		1	A1		ok	
ostrich	11	NEW	strut	struto	ostrich		1	A1		ok	
pasta	11	NEW	pastaĵ	pastaĵo	pasta		1	A1		ok	
potion	11	NEW	poci	pocio	potion		1	A1		ok	
precious	11	LINK	kar	kara	beloved, cherished, dear, expensive, valuable, precious, costly, high-priced		1	A1	alteŝatata, altvalora, multekosta, multevalora, rara	ok	
sibling	11	LINK	frat	frato	brother, sibling		1	A1	gefrato, samgepatrido	ok	
snuck	11						1	A1		no_match	
spaceship	11	NEW	kosmoŝip	kosmoŝipo	spaceship		1	A1	spacoŝipo	ok	
spear	11	NEW	lanc	lanco	lance, spear		1	A1	ĵetlanco, lancpiki, pikstango	ok	
stem	11	LINK	baz	bazo	base, basis, footing, ground, platform, stem, radix		1	A1	antaŭparto, arbotrunko, arbtrunko, steveno, tigo	ok	
tricky	11	NEW	artifik	artifika	contrived, sophisticated, complex, tricky		1	A1	artifikema, mistifika, trompema	ok	
wallet	11	LINK	sak	sako	bag, sack, wallet		1	A1	biletujo, monbiletujo, monpaperujo, monujo	ok	
wiggle	11	NEW	tordetiĝ	tordetiĝi	to wiggle		1	A1		ok	
yucky	11						1	A1		no_match	
ashtray	10	NEW	cindruj	cindrujo	ash pan, ashtray		1	A1	cindrotelero	ok	reclaimed from proper_noun — confirm not a name
bat	10	NEW	batil	batilo	bat, racquet		1	A1	ĥiroptero, kiroptero, vesperto	ok	
billboard	10	NEW	reklampanel	reklampanelo	billboard		1	A1	afiŝtabulo, anonctabulego	ok	
bin	10	LINK	uj	ujo	bin, container, box, vessel		1	A1	grenkesto, konservujo	ok	reclaimed from proper_noun — confirm not a name
budge	10						1	A1		no_match	
compassion	10	NEW	kompat	kompato	compassion, pity, mercy, sympathy		1	A1		ok	
crow	10	NEW	korv	korvo	crow, raven		1	A1	kokeriki, kokeriko, korniko	ok	reclaimed from proper_noun — confirm not a name
dresser	10	NEW	komod	komodo	chest of drawers, dresser, commode (furniture)		1	A1	kuirejstablo	ok	
firefly	10	NEW	fulgor	fulgoro	firefly		1	A1	lampiro, lumvermo	ok	
grandchild	10	NEW	genep	genepo	grandchild		1	A1		ok	
hider	10	NEW	kaŝist	kaŝisto	hider, concealer		1	A1		ok	
hopeful	10	NEW	esperem	esperema	hopeful		1	A1	esperdona, esperiga	ok	
itchy	10						1	A1		no_match	
luggage	10	NEW	bagaĝ	bagaĝo	baggage, luggage		1	A1	pakaĵo	ok	
navy	10	NEW	ŝipar	ŝiparo	fleet, navy		1	A1	mararmeo, militŝiparo	ok	reclaimed from proper_noun — confirm not a name
patience	10	LINK	pacienc	pacienco	patience		1	A1	paciencludo	ok	
peer	10	NEW	pajr	pajro	peer		1	A1	samtavolano	ok	
pippin	10	NEW	rened	renedo	pippin, reinette apple		1	A1		ok	reclaimed from proper_noun — confirm not a name
quiz	10	NEW	kviz	kvizo	quiz		1	A1	pridemandi	ok	
racer	10						1	A1		no_match	
reassure	10	NEW	rekuraĝig	rekuraĝigi	to cheer up, reassure		1	A1		ok	
rustle	10	NEW	rasl	rasli	to rattle, rustle		1	A1	brueti, susuri, susuro	ok	
slimy	10	NEW	ŝlim	ŝlima	slimy, turbid		1	A1		ok	
snatch	10	NEW	ekpren	ekpreni	to grasp, snatch		1	A1		ok	
soapy	10						1	A1		no_match	
someday	10	NEW	iutag	iutage	one day, someday		1	A1	iutempe	ok	
spice	10	LINK	spic	spici	to spice, season		1	A1	spico	ok	
storekeeper	10						1	A1		no_match	
strip	10	LINK	bend	bendo	binding, strip, tape, band		1	A1	malvestiĝi, nudiĝi, senfeligi, senvestigi, senvestiĝi	ok	reclaimed from proper_noun — confirm not a name
toddler	10	NEW	paŝetul	paŝetulo	toddler		1	A1		ok	
vow	10	NEW	vot	voti	to vow		1	A1	dediĉi, ĵuri, promesi, voto	ok	
willow	10	NEW	salik	saliko	willow		1	A1	vimeno	ok	reclaimed from proper_noun — confirm not a name
wisdom	10	LINK	saĝ	saĝo	wisdom		1	A1	saĝeco	ok	
wizard	10	NEW	agordil	agordilo	configurator, tuner (device), tuning fork, setup program, (software), wizard (software), assistant (installation)		1	A1	asistanto, sorĉisto	ok	reclaimed from proper_noun — confirm not a name
wobble	10	NEW	vobl	vobli	to wobble		1	A1	ŝanceliiĝi	ok	
yield	10	NEW	ced	cedi	to cede, give in, yield, comply, concede, grant, accommodate		1	A1	doni, forcedi, frukti, kapitulaci, liveri	ok	
accomplish	9	LINK	ating	atingi	to accomplish, achieve, attain, get, reach, overtake, obtain, access (database, disk)		1	A1	efektivigi, elfari, plenumi	ok	
awake	9	LINK	vek	veka	awake		1	A1	maldorma, vekiĝinta, vekita	ok	reclaimed from proper_noun — confirm not a name
beard	9	NEW	barb	barbo	beard		1	A1	aristo, barbaĵo	ok	
bongo	9	NEW	bong	bongo	bongo (drum)		1	A1		ok	reclaimed from proper_noun — confirm not a name
bravery	9	NEW	brav	bravo	bravery, gallantry, valor		1	A1	bravaĵo, braveco, kuraĝo	ok	
cobweb	9	NEW	araneret	aranereto	cobweb	arane+ret	1	A1		compound	
crumb	9	NEW	panmolaĵ	panmolaĵo	crumb (bread)	pan+mol	1	A1		compound	
dolly	9	NEW	doli	dolio	dolly		1	A1		ok	
echo	9	NEW	eĥ	eĥi	to echo		1	A1	eĥo, ekoo, mokimiti, postsono, resoni	ok	
feast	9	NEW	regal	regalo	feast, treat		1	A1	bankedi, festeni, festeno	ok	
fetch	9	NEW	venig	venigi	to get, cause to come, send for, summon, fetch		1	A1	alporti, irpreni, revenigi	ok	
firefighter	9	NEW	fajrobrigadist	fajrobrigadisto	firefighter, fireman		1	A1		ok	
greedy	9	LINK	avar	avara	avaricious, miserly, stingy, greedy, mean, greedy		1	A1	avida, kaptema, manĝegema, monavida	ok	
hiss	9	NEW	ŝuŝ	ŝuŝi	to hiss		1	A1	sibli, ŝuŝo	ok	
kingdom	9	NEW	regn	regno	dominion, realm, state, sovereign country, kingdom		1	A1	reĝlando, reĝolando, reĝujo	ok	
mattress	9	NEW	matrac	matraco	mattress		1	A1		ok	
onward	9						1	A1		no_match	
paintbrush	9	NEW	penik	peniko	brush, paintbrush		1	A1		ok	
pinky	9	NEW	etfingr	etfingro	little finger, pinky (finger)		1	A1		ok	reclaimed from proper_noun — confirm not a name
practise	9						1	A1		no_match	
raccoon	9	NEW	procion	prociono	raccoon		1	A1	lavurso	ok	
reluctantly	9	NEW	malvol	malvole	against one’s will, forcefully, reluctantly, unwillingly		1	A1		ok	
riddle	9	NEW	enigm	enigmo	enigma, puzzle, riddle		1	A1	logogrifo, truadi	ok	
ruby	9	NEW	ruben	rubeno	ruby		1	A1		ok	reclaimed from proper_noun — confirm not a name
sailboat	9	NEW	velŝip	velŝipo	sailing ship, sailboat	vel+ŝip	1	A1	velboato	compound	
seeker	9	NEW	serĉant	serĉanto	seeker		1	A1		ok	
speedy	9	LINK	rapid	rapida	brisk, quick, rapid, speedy, swift, hasty, prompt, fast, high-speed		1	A1	baldaŭa, prompta, senprokrasta	ok	reclaimed from proper_noun — confirm not a name
startle	9	NEW	ektrem	ektremi	to start, startle		1	A1		ok	reclaimed from proper_noun — confirm not a name
stomp	9						1	A1		no_match	
sunglass	9						1	A1		no_match	
swirl	9	NEW	kirliĝ	kirliĝi	to swirl		1	A1	turbuli, turbulo, turniĝadi	ok	
tick	9	NEW	iksod	iksodo	tick		1	A1	radiksigno, tiktaki, tiktako	ok	
tub	9	NEW	kuv	kuvo	bath, tub, vat, space open box, visible space		1	A1	kuvoeto, tino	ok	
unlocked	9						1	A1		no_match	
x	9						1	A1		no_match	
acceptor	8	LINK	aŭtomat	aŭtomato	acceptor, automate, automaton		1	A1	akceptanto, akceptoro	ok	reclaimed from proper_noun — confirm not a name
accomplishment	8	LINK	far	faro	accomplishment, achievement, act, action, deed		1	A1	atingo, efektivigo, faritaĵo, finpretigo, plenumo	ok	
bead	8	NEW	bid	bido	bead		1	A1	globeto, grajnpinto, truglobeto	ok	
belly	8	NEW	ventr	ventro	abdomen, stomach, belly, tummy		1	A1	abdomeno	ok	
belove	8						1	A1		no_match	
chipmunk	8	NEW	eŭtami	eŭtamio	chipmunk		1	A1	tamiaso	ok	
cough	8	NEW	tus	tusi	to cough		1	A1	tuso	ok	
darling	8	NEW	kareg	karega	darling		1	A1	karegulo, karulino, karulo	ok	
dot	8	LINK	punkt	punkto	dot, period, point, spot		1	A1		ok	
dragonfly	8	NEW	libel	libelo	dragonfly		1	A1		ok	
glee	8	LINK	ĝoj	ĝojo	gladness, joy, glee		1	A1		ok	
glimmer	8	NEW	lumet	lumeto	gleam, glimmer		1	A1	bruleto, lumetadi, lumetado	ok	
jailer	8	NEW	provos	provoso	jailer, prison guard		1	A1	gardisto	ok	
keeper	8	NEW	gardant	gardanto	custodian, guard, guardian, watch, warder, keeper		1	A1		ok	
magician	8	NEW	magiist	magiisto	magician		1	A1	iluziisto, sorĉisto	ok	
maple	8	NEW	acer	acera	maple, of a maple		1	A1	acero	ok	reclaimed from proper_noun — confirm not a name
marching	8	NEW	defilad	defilado	march, marching, parade		1	A1		ok	
mermaid	8	NEW	siren	sireno	mermaid, siren		1	A1		ok	
mosquito	8	LINK	kul	kulo	gnat, mosquito		1	A1	azolo, moskito	ok	reclaimed from proper_noun — confirm not a name
playtime	8	NEW	ludtemp	ludtempo	playtime, recreation	lud+temp	1	A1		compound	
pluck	8	NEW	pluk	pluki	to pick, pluck		1	A1	deŝiri, pluko, plumtiregi, senplumigi	ok	
pudding	8	NEW	puding	pudingo	pudding		1	A1		ok	reclaimed from proper_noun — confirm not a name
scamper	8						1	A1		no_match	
spooky	8	NEW	timiget	timigeta	spooky		1	A1		ok	
stew	8	NEW	ragu	raguo	ragout, stew		1	A1	boleti, gulaŝo, stufaĵo, stufi	ok	
stripe	8	NEW	stri	strii	to stripe		1	A1	galjono, galono, strio	ok	
swoop	8						1	A1		no_match	
telescope	8	NEW	vidil	vidilo	spyglass, telescope		1	A1	teleskopa, teleskopo	ok	
tiptoe	8						1	A1		no_match	
twisting	8	NEW	kurboplen	kurboplena	twisting	kurb+plen	1	A1		compound	
