lemma	total_freq	origin	has_anchor
parachute	1	common_gap	yes
paradise	1	common_gap	yes
parlor	1	common_gap	yes
passageway	1	common_gap	yes
pathway	1	common_gap	yes
patter	1	common_gap	yes
peat	1	common_gap	yes
perfection	1	common_gap	yes
performer	1	common_gap	yes
petrify	1	common_gap	yes
pew	1	common_gap	yes
pip	1	common_gap	yes
pitter	1	common_gap	no
playdate	1	common_gap	no
playthe	1	common_gap	no
plea	1	common_gap	yes
pleadingly	1	common_gap	no
pleeease	1	common_gap	no
plump	1	common_gap	yes
plush	1	common_gap	yes
politeness	1	common_gap	yes
pollen	1	common_gap	yes
pollute	1	common_gap	yes
poof	1	common_gap	no
poolside	1	common_gap	no
portion	1	common_gap	yes
postman	1	common_gap	yes
powerless	1	common_gap	yes
practicig	1	common_gap	no
pre	1	common_gap	no
precariously	1	common_gap	no
precise	1	common_gap	yes
preference	1	common_gap	yes
presto	1	common_gap	no
promotion	1	common_gap	yes
puck	1	common_gap	yes
puffy	1	common_gap	yes
pump	1	common_gap	yes
punch	1	common_gap	yes
puzzlw	1	common_gap	no
pyjama	1	common_gap	no
quest	1	common_gap	yes
quit3	1	common_gap	no
racket	1	common_gap	yes
rage	1	common_gap	yes
rainfall	1	common_gap	no
rainstorm	1	common_gap	no
rainwater	1	common_gap	no
ramp	1	common_gap	yes
rash	1	common_gap	yes
raspberry	1	common_gap	yes
rattle	1	common_gap	yes
readily	1	common_gap	yes
realization	1	common_gap	yes
reap	1	common_gap	yes
rearrange	1	common_gap	yes
reassurance	1	common_gap	no
recital	1	common_gap	yes
recognise	1	common_gap	no
recount	1	common_gap	yes
recovery	1	common_gap	yes
reel	1	common_gap	yes
refreshingly	1	common_gap	no
refusal	1	common_gap	yes
rein	1	common_gap	yes
relent	1	common_gap	yes
remarkable	1	common_gap	yes
repeatedly	1	common_gap	yes
repeatly	1	common_gap	no
"replied:""oh"	1	common_gap	no
rescuer	1	common_gap	yes
reset	1	common_gap	yes
resign	1	common_gap	yes
resourceful	1	common_gap	yes
resourcefulness	1	common_gap	yes
restart	1	common_gap	yes
retye	1	common_gap	no
reverse-	1	common_gap	no
reversinng	1	common_gap	no
rhyme	1	common_gap	yes
rib	1	common_gap	yes
rider	1	common_gap	yes
ridiculous	1	common_gap	yes
rightful	1	common_gap	yes
ripen	1	common_gap	yes
ripple	1	common_gap	yes
risky	1	common_gap	yes
riverside	1	common_gap	no
robe	1	common_gap	yes
rose	1	common_gap	yes
rosemary	1	common_gap	yes
roughly	1	common_gap	yes
roundest	1	common_gap	no
rowboat	1	common_gap	yes
rubbish	1	common_gap	yes
rudely	1	common_gap	yes
rummage	1	common_gap	no
rung	1	common_gap	yes
runnne	1	common_gap	no
rust	1	common_gap	yes
"said,""if"	1	common_gap	no
"said,""okay"	1	common_gap	no
"said,""this"	1	common_gap	no
"said:""mummy"	1	common_gap	no
salon	1	common_gap	yes
sandal	1	common_gap	yes
sap	1	common_gap	yes
saunter	1	common_gap	yes
scaredy	1	common_gap	no
scariness	1	common_gap	no
scourging	1	common_gap	no
scrape	1	common_gap	yes
"screamed,""help"	1	common_gap	no
screech	1	reclaimed	yes
scrunch	1	common_gap	yes
scuttle	1	common_gap	no
secretly	1	common_gap	yes
securely	1	common_gap	no
seize	1	common_gap	yes
selfie	1	common_gap	no
selfishness	1	common_gap	yes
seller	1	common_gap	yes
sermon	1	common_gap	yes
server	1	common_gap	yes
shaky	1	common_gap	yes
sharer	1	common_gap	yes
sheepishly	1	common_gap	no
shoebox	1	common_gap	no
shovels	1	common_gap	no
shriek	1	common_gap	yes
shrinker	1	common_gap	no
shrunk	1	common_gap	no
shyness	1	common_gap	yes
sickness	1	common_gap	yes
sideline	1	common_gap	yes
signature	1	common_gap	yes
sillyness	1	common_gap	no
silverware	1	common_gap	yes
simmer	1	common_gap	yes
skate	1	common_gap	yes
sketch	1	common_gap	yes
skillfully	1	common_gap	no
slash	1	common_gap	yes
sleepyhead	1	common_gap	yes
slim	1	common_gap	yes
sloppy	1	common_gap	no
slurp	1	common_gap	no
sly	1	common_gap	yes
smelly-	1	common_gap	no
smock	1	common_gap	yes
smooshy	1	common_gap	no
smoother	1	common_gap	no
smoothness	1	common_gap	no
smug	1	common_gap	no
snache	1	common_gap	no
sneakily	1	common_gap	no
snip	1	common_gap	yes
snivel	1	common_gap	yes
snowstorm	1	common_gap	no
snug	1	common_gap	yes
solemnly	1	common_gap	yes
solver	1	common_gap	no
someplace	1	common_gap	yes
soooooo	1	common_gap	no
soot	1	common_gap	yes
"sound,""thought"	1	common_gap	no
sound-	1	common_gap	no
spacesuit	1	common_gap	no
spar	1	common_gap	yes
speck	1	common_gap	yes
spectacle	1	common_gap	yes
spew	1	common_gap	yes
spikey	1	common_gap	no
spine	1	common_gap	yes
spiral	1	common_gap	yes
splatter	1	common_gap	yes
splendid	1	common_gap	yes
spot-	1	common_gap	no
sprayer	1	common_gap	yes
springtime	1	common_gap	yes
sprinke	1	common_gap	no
sprinkler	1	common_gap	yes
sprint	1	common_gap	yes
squat	1	common_gap	yes
squiggle	1	common_gap	yes
squirm	1	common_gap	no
staircase	1	common_gap	yes
stallion	1	common_gap	yes
starry	1	common_gap	yes
starve	1	common_gap	yes
stash	1	common_gap	yes
steadily	1	common_gap	no
steamy	1	common_gap	no
stethoscope	1	common_gap	yes
stinky	1	common_gap	yes
stirrer	1	common_gap	no
stopper	1	common_gap	yes
strangely	1	reclaimed	yes
streak	1	common_gap	yes
stretchy	1	common_gap	no
strew	1	common_gap	yes
strive	1	common_gap	yes
stub	1	common_gap	yes
stuffy	1	common_gap	yes
stun	1	common_gap	yes
styling	1	common_gap	yes
stylish	1	common_gap	yes
suave	1	common_gap	no
submerge	1	common_gap	yes
subside	1	common_gap	yes
subtract	1	common_gap	yes
summertime	1	common_gap	no
sunbathe	1	common_gap	no
sunbeam	1	common_gap	yes
sunburnt	1	common_gap	no
sunnier	1	common_gap	no
suprise	1	common_gap	no
surf	1	common_gap	yes
surfer	1	common_gap	yes
surge	1	common_gap	yes
surprised-	1	common_gap	no
suspend	1	common_gap	yes
suspiciously	1	common_gap	yes
swarm	1	common_gap	yes
sweeter	1	common_gap	no
swingset	1	common_gap	no
swordfighte	1	common_gap	no
sympathetically	1	common_gap	yes
takin	1	common_gap	no
tapestry	1	common_gap	yes
tart	1	common_gap	yes
teary	1	common_gap	no
teasier	1	common_gap	no
tender	1	common_gap	yes
terror	1	common_gap	yes
tester	1	common_gap	yes
thaw	1	common_gap	yes
thimble	1	common_gap	yes
things-	1	common_gap	no
thinkin	1	common_gap	no
thirst	1	common_gap	yes
thistle	1	common_gap	yes
thorn	1	common_gap	yes
thoroughly	1	common_gap	yes
thoughtfully	1	common_gap	no
thrive	1	common_gap	yes
throne	1	common_gap	yes
thump	1	common_gap	yes
thunderbolt	1	common_gap	yes
tighter	1	common_gap	no
tightness	1	common_gap	yes
tile	1	common_gap	yes
timely	1	common_gap	yes
tin	1	common_gap	yes
ting	1	common_gap	no
tingly	1	common_gap	no
tinkle	1	common_gap	yes
tippy	1	common_gap	no
tiptoes	1	common_gap	no
toad	1	reclaimed	yes
toaster	1	common_gap	yes
toddle	1	common_gap	yes
tokens	1	common_gap	no
topping	1	common_gap	no
topple	1	common_gap	yes
tore	1	common_gap	no
tow	1	reclaimed	yes
traverse	1	common_gap	yes
treasue	1	common_gap	no
trek	1	common_gap	no
trigger	1	common_gap	yes
triumph	1	common_gap	yes
triumphant	1	common_gap	no
trolley	1	common_gap	yes
troublesome	1	common_gap	yes
trundle	1	common_gap	yes
truthful	1	common_gap	yes
truthfully	1	common_gap	no
tutu	1	common_gap	no
twirly	1	common_gap	no
ufo	1	reclaimed	yes
ultimate	1	common_gap	yes
unattended	1	common_gap	yes
unbelievably	1	common_gap	no
unclean	1	common_gap	yes
undress	1	common_gap	yes
undye	1	common_gap	no
unfreeze	1	common_gap	yes
unhook	1	common_gap	yes
unhooked	1	common_gap	no
unicorns	1	common_gap	no
unimportant	1	common_gap	yes
unity	1	common_gap	yes
unlucky	1	common_gap	yes
unnoticed	1	common_gap	yes
unpackinng	1	common_gap	no
unpleasantly	1	common_gap	no
unstuck	1	common_gap	no
unwind	1	common_gap	yes
unzip	1	common_gap	yes
upside	1	common_gap	no
upstream	1	common_gap	yes
upwards	1	common_gap	yes
urgently	1	common_gap	yes
utmost	1	common_gap	yes
vacuum	1	common_gap	yes
vibrate	1	common_gap	yes
vibration	1	common_gap	yes
victor	1	common_gap	yes
vigorously	1	common_gap	no
virtue	1	common_gap	yes
vivid	1	common_gap	yes
void	1	common_gap	yes
voyage	1	common_gap	yes
wade	1	common_gap	yes
waggly	1	common_gap	no
waggy	1	common_gap	no
walkway	1	common_gap	no
wary	1	common_gap	yes
wasteful	1	common_gap	yes
waver	1	common_gap	yes
weaken	1	common_gap	yes
weave	1	common_gap	yes
webs	1	common_gap	no
weed	1	common_gap	yes
wetness	1	common_gap	yes
wetsuit	1	common_gap	no
whack	1	common_gap	yes
whimper	1	common_gap	yes
whirl	1	common_gap	yes
whirling	1	common_gap	no
whirr	1	common_gap	yes
whiteboard	1	common_gap	no
whiteness	1	common_gap	yes
whoosh	1	common_gap	no
width	1	common_gap	yes
wildflower	1	common_gap	no
willingness	1	common_gap	yes
windmill	1	common_gap	yes
wingbeat	1	common_gap	no
wonderfully	1	common_gap	yes
woo	1	reclaimed	yes
woody	1	common_gap	yes
wordless	1	common_gap	yes
worriedly	1	common_gap	yes
worsen	1	common_gap	yes
wrapper	1	common_gap	yes
wreck	1	common_gap	yes
wriggle	1	common_gap	yes
y	1	reclaimed	yes
ya	1	common_gap	no
yea	1	reclaimed	yes
yearn	1	common_gap	yes
yip	1	common_gap	no
yummies--	1	common_gap	no
